subject,relation,object
Andrew McRae Davidson,has occupation,assistant
Abel Contreras,has gender,male
Abel Contreras,has occupation,assistant
Neithard Kuhrke,has gender,male
Neithard Kuhrke,has occupation,assistant
Jan Øyvind Helgesen,has gender,male
Jan Øyvind Helgesen,has occupation,assistant
Rainer Karl Litz,has gender,male
Rainer Karl Litz,has occupation,assistant
Maurits Gerard De Keyzer,has gender,male
Maurits Gerard De Keyzer,has occupation,assistant
Ludwig,has gender,male
Ludwig,has occupation,assistant
Zuzana Rebcová,has gender,female
Zuzana Rebcová,has occupation,assistant
Maria Cristina Leal de Carvalho Viegas,has gender,female
Maria Cristina Leal de Carvalho Viegas,has occupation,assistant
Adar Abdulkadir,has gender,female
Adar Abdulkadir,has occupation,assistant
Jeanie Walker,has gender,female
Jeanie Walker,has occupation,assistant
Cecilia Gallik Kennedy,has gender,female
Cecilia Gallik Kennedy,has occupation,assistant
Louisa Irwin,has gender,female
Louisa Irwin,has occupation,assistant
Harriett Eliza MacKinlay,has gender,female
Harriett Eliza MacKinlay,has occupation,assistant
Zdeňka Chytilová,has gender,female
Zdeňka Chytilová,has occupation,assistant
Cristiane Denise Modolo Siqueira,has gender,female
Cristiane Denise Modolo Siqueira,has occupation,assistant
Paulette Ackermann,has gender,female
Paulette Ackermann,has occupation,assistant
Mary McKay Scott,has gender,female
Mary McKay Scott,has occupation,assistant
Adéla Dostálová,has gender,female
Adéla Dostálová,has occupation,assistant
Lucie Cejpek Blaštíková,has gender,female
Lucie Cejpek Blaštíková,has occupation,assistant
Dawn Black,has gender,female
Dawn Black,has occupation,assistant
Hansi Pollack,has gender,female
Hansi Pollack,has occupation,assistant
Maria Palester,has gender,female
Maria Palester,has occupation,assistant
Tirana Hassan,has gender,female
Tirana Hassan,has occupation,assistant
Q131599152,has gender,female
Q131599152,has occupation,assistant
Marie-France Lalonde,has gender,female
Marie-France Lalonde,has occupation,assistant
Lucia Kramárová,has gender,female
Lucia Kramárová,has occupation,assistant
Radha Bahin Bhatt,has gender,female
Radha Bahin Bhatt,has occupation,assistant
Zehra Ali Yavar Jung,has gender,female
Zehra Ali Yavar Jung,has occupation,assistant
Jana Hanzlíková,has gender,female
Jana Hanzlíková,has occupation,assistant
Anna Hlavatá-Pokorná,has gender,female
Anna Hlavatá-Pokorná,has occupation,assistant
Adrian Vaughan,has gender,male
Adrian Vaughan,has occupation,attendant
Bobby Calder,has gender,male
Bobby Calder,has occupation,attendant
Sidnei Teixeira Barbosa,has gender,male
Sidnei Teixeira Barbosa,has occupation,attendant
George Pryer,has gender,male
George Pryer,has occupation,attendant
Harry Britten,has gender,male
Harry Britten,has occupation,attendant
Francisco Paiva Das Neves,has gender,male
Francisco Paiva Das Neves,has occupation,attendant
Herbert G. Herring,has gender,male
Herbert G. Herring,has occupation,attendant
Gajraj Mishra,has gender,male
Gajraj Mishra,has occupation,attendant
Claudinei Fiaz,has gender,male
Claudinei Fiaz,has occupation,attendant
Miroslav Miky Marusjak,has gender,male
Miroslav Miky Marusjak,has occupation,attendant
Klaus Abshagen,has gender,male
Klaus Abshagen,has occupation,attendant
Paulo Eduardo Andrade Ortiz,has gender,male
Paulo Eduardo Andrade Ortiz,has occupation,attendant
Grégoire Henner,has gender,male
Grégoire Henner,has occupation,attendant
Aecio Darli de Jesus Leite,has gender,male
Aecio Darli de Jesus Leite,has occupation,attendant
Charles Sargeant,has gender,male
Charles Sargeant,has occupation,attendant
Luis Carlos Fernandes da Cruz,has gender,male
Luis Carlos Fernandes da Cruz,has occupation,attendant
Antonie Formanová,has gender,female
Antonie Formanová,has occupation,attendant
Monica Coghlan,has gender,female
Monica Coghlan,has occupation,attendant
Andreas Staribacher,has gender,male
Andreas Staribacher,has occupation,auditor
Werner Conrad,has gender,male
Werner Conrad,has occupation,auditor
Bjarke Vodder Nielsen,has gender,male
Bjarke Vodder Nielsen,has occupation,auditor
Carsten Ernst,has gender,male
Carsten Ernst,has occupation,auditor
Filip Tammelin,has gender,male
Filip Tammelin,has occupation,auditor
Ulrich Zürn,has gender,male
Ulrich Zürn,has occupation,auditor
Michel Côté,has gender,male
Michel Côté,has occupation,auditor
Ola Gustav Nordgaard,has gender,male
Ola Gustav Nordgaard,has occupation,auditor
Jacques Singer,has gender,male
Jacques Singer,has occupation,auditor
Randy Weeks,has gender,male
Randy Weeks,has occupation,auditor
Roman Pekala,has gender,male
Roman Pekala,has occupation,auditor
James Van Leuven Mensah,has gender,male
James Van Leuven Mensah,has occupation,auditor
Ján Lalka,has gender,male
Ján Lalka,has occupation,auditor
Alexander Hemmelrath,has gender,male
Alexander Hemmelrath,has occupation,auditor
Kai C. Andrejewski,has gender,male
Kai C. Andrejewski,has occupation,auditor
Karl Eicke,has gender,male
Karl Eicke,has occupation,auditor
Q135278328,has gender,male
Q135278328,has occupation,auditor
Renivaldo Alves do Nascimento,has gender,male
Renivaldo Alves do Nascimento,has occupation,auditor
Jan-Baptist De Feyter,has gender,male
Jan-Baptist De Feyter,has occupation,auditor
Q111738925,has gender,male
Q111738925,has occupation,auditor
Claude Bez,has gender,male
Claude Bez,has occupation,auditor
Q120610386,has gender,male
Q120610386,has occupation,auditor
Joseph Vergnet,has gender,male
Joseph Vergnet,has occupation,auditor
K.A.J. Bierlaagh,has gender,male
K.A.J. Bierlaagh,has occupation,auditor
Lourenço Vicente,has gender,male
Lourenço Vicente,has occupation,auditor
Ramón Montes Barreto,has gender,male
Ramón Montes Barreto,has occupation,auditor
Diego Sanavio,has gender,male
Diego Sanavio,has occupation,auditor
Andrinof Chaniago,has gender,male
Andrinof Chaniago,has occupation,auditor
Hans-Joachim Priester,has gender,male
Hans-Joachim Priester,has occupation,auditor
Antonio Turci,has gender,male
Antonio Turci,has occupation,auditor
Tokuji Takeuchi,has gender,male
Tokuji Takeuchi,has occupation,auditor
Erland Steenberg,has gender,male
Erland Steenberg,has occupation,auditor
Rüdiger Loitz,has gender,male
Rüdiger Loitz,has occupation,auditor
Josephine Maltby,has gender,female
Josephine Maltby,has occupation,auditor
Joy Phumaphi,has gender,female
Joy Phumaphi,has occupation,auditor
Bergljot Brennvik,has gender,female
Bergljot Brennvik,has occupation,auditor
Melanie Krause,has gender,female
Melanie Krause,has occupation,auditor
Eva Kolstad,has gender,female
Eva Kolstad,has occupation,auditor
Marie Chantal Zaninka,has gender,female
Marie Chantal Zaninka,has occupation,auditor
Rebecca Mtekateka,has gender,female
Rebecca Mtekateka,has occupation,auditor
Martin Coupaye,has gender,male
Martin Coupaye,has occupation,baker
Llorenç Birba i Cordomí,has gender,male
Llorenç Birba i Cordomí,has occupation,baker
Viateur Éthier,has gender,male
Viateur Éthier,has occupation,baker
Rahul Mandal,has gender,male
Rahul Mandal,has occupation,baker
Frank Klosterman,has gender,male
Frank Klosterman,has occupation,baker
Friedrich Hubert Esser,has gender,male
Friedrich Hubert Esser,has occupation,baker
Rasmus Hansen,has gender,male
Rasmus Hansen,has occupation,baker
Hans-Artur Bauckhage,has gender,male
Hans-Artur Bauckhage,has occupation,baker
Friedrich Wilhelm Eikmeier,has gender,male
Friedrich Wilhelm Eikmeier,has occupation,baker
Jean-Pierre Crouzet,has gender,male
Jean-Pierre Crouzet,has occupation,baker
Jan Noworolski,has gender,male
Jan Noworolski,has occupation,baker
Alphonse-Edgar Guillemette,has gender,male
Alphonse-Edgar Guillemette,has occupation,baker
Bruno Feldeisen,has gender,male
Bruno Feldeisen,has occupation,baker
Claude Hodel,has gender,male
Claude Hodel,has occupation,baker
Ferdinand Heinrich Paur,has gender,male
Ferdinand Heinrich Paur,has occupation,baker
Pierre Lacam,has gender,male
Pierre Lacam,has occupation,baker
Heinrich Goltermann,has gender,male
Heinrich Goltermann,has occupation,baker
Colin Pitchfork,has gender,male
Colin Pitchfork,has occupation,baker
Remigio Venturoli,has gender,male
Remigio Venturoli,has occupation,baker
Johannes Steinbeis,has gender,male
Johannes Steinbeis,has occupation,baker
Katsuhiko Kawata,has gender,male
Katsuhiko Kawata,has occupation,baker
Mehmet Erol,has gender,male
Mehmet Erol,has occupation,baker
Fishel Proshonovski,has gender,male
Fishel Proshonovski,has occupation,baker
Martin Philip,has gender,male
Martin Philip,has occupation,baker
Pedro Mardones Paredes,has gender,male
Pedro Mardones Paredes,has occupation,baker
Johann Schnittker,has gender,male
Johann Schnittker,has occupation,baker
Piet Miedema,has gender,male
Piet Miedema,has occupation,baker
Fritz Scholtis,has gender,male
Fritz Scholtis,has occupation,baker
Albert Sardain,has gender,male
Albert Sardain,has occupation,baker
Petrus Oud,has gender,male
Petrus Oud,has occupation,baker
John Harrison,has gender,male
John Harrison,has occupation,baker
Heinrich Plate,has gender,male
Heinrich Plate,has occupation,baker
Alfred Krüger,has gender,male
Alfred Krüger,has occupation,baker
Michele Berino,has gender,male
Michele Berino,has occupation,baker
Maria Anna Zauner,has gender,female
Maria Anna Zauner,has occupation,baker
Melissa Chou,has gender,female
Melissa Chou,has occupation,baker
Belinda Leong,has gender,female
Belinda Leong,has occupation,baker
Marithé de Alvarado,has gender,female
Marithé de Alvarado,has occupation,baker
Noa Cochva,has gender,female
Noa Cochva,has occupation,baker
Ibrahim Aicha Karimoune,has gender,female
Ibrahim Aicha Karimoune,has occupation,baker
Paul Manauthon,has gender,male
Paul Manauthon,has occupation,carpenter
Willm Rolf Meyer,has gender,male
Willm Rolf Meyer,has occupation,carpenter
Christian David,has gender,male
Christian David,has occupation,carpenter
John Morgan Jones,has gender,male
John Morgan Jones,has occupation,carpenter
David Grinbaum,has gender,male
David Grinbaum,has occupation,carpenter
Simon Mee,has gender,male
Simon Mee,has occupation,carpenter
August Kapell,has gender,male
August Kapell,has occupation,carpenter
Q23943541,has gender,male
Q23943541,has occupation,carpenter
Leopold Kaufmann,has gender,male
Leopold Kaufmann,has occupation,carpenter
Johann Georg Hasler,has gender,male
Johann Georg Hasler,has occupation,carpenter
Gerardo Rodríguez Fernández,has gender,male
Gerardo Rodríguez Fernández,has occupation,carpenter
Jörg Spatzier,has gender,male
Jörg Spatzier,has occupation,carpenter
Hone Taiapa,has gender,male
Hone Taiapa,has occupation,carpenter
Julius Feldstein,has gender,male
Julius Feldstein,has occupation,carpenter
Pieter Noorwits,has gender,male
Pieter Noorwits,has occupation,carpenter
Hugorinus Kijne,has gender,male
Hugorinus Kijne,has occupation,carpenter
Modesto Freire Fernández,has gender,male
Modesto Freire Fernández,has occupation,carpenter
August Schachtebeck,has gender,male
August Schachtebeck,has occupation,carpenter
Ron Weighell,has gender,male
Ron Weighell,has occupation,carpenter
Alvin T. Smith,has gender,male
Alvin T. Smith,has occupation,carpenter
Raoul De Meyere,has gender,male
Raoul De Meyere,has occupation,carpenter
Q135983053,has gender,male
Q135983053,has occupation,carpenter
Rene Vogn,has gender,male
Rene Vogn,has occupation,carpenter
Horst Graff,has gender,male
Horst Graff,has occupation,carpenter
A.H.M. Scholtz,has gender,male
A.H.M. Scholtz,has occupation,carpenter
Emil Grunbaum,has gender,male
Emil Grunbaum,has occupation,carpenter
František Jiřík,has gender,male
František Jiřík,has occupation,carpenter
Nizar Banat,has gender,male
Nizar Banat,has occupation,carpenter
Gerardus Cornelis Marinus Wiesman,has gender,male
Gerardus Cornelis Marinus Wiesman,has occupation,carpenter
Bennyhinn Nji,has gender,male
Bennyhinn Nji,has occupation,carpenter
Simonie Michael,has gender,male
Simonie Michael,has occupation,carpenter
Frans De Vlieger,has gender,male
Frans De Vlieger,has occupation,carpenter
Hein Bretschneider,has gender,male
Hein Bretschneider,has occupation,carpenter
Fred Lindley,has gender,male
Fred Lindley,has occupation,carpenter
Robert Richards,has gender,male
Robert Richards,has occupation,carpenter
Daniel Köhne,has gender,male
Daniel Köhne,has occupation,carpenter
Ronnie Biggs,has gender,male
Ronnie Biggs,has occupation,carpenter
Daniel Shalem,has gender,male
Daniel Shalem,has occupation,carpenter
Hartwig Eickhoff,has gender,male
Hartwig Eickhoff,has occupation,carpenter
Khana Feinbukh,has gender,female
Khana Feinbukh,has occupation,carpenter
Johann Gottlieb Zenker,has gender,male
Johann Gottlieb Zenker,has occupation,cashier
Kei Ogura,has gender,male
Kei Ogura,has occupation,cashier
Hirotaka Ishihara,has gender,male
Hirotaka Ishihara,has occupation,cashier
Richárd Horinka,has gender,male
Richárd Horinka,has occupation,cashier
Takeshi Ōnishi,has gender,male
Takeshi Ōnishi,has occupation,cashier
Otto Kotouč,has gender,male
Otto Kotouč,has occupation,cashier
Johann Joachim Ludwig Wenck,has gender,male
Johann Joachim Ludwig Wenck,has occupation,cashier
Mauritz Cuno,has gender,male
Mauritz Cuno,has occupation,cashier
Mathias Gullia,has gender,male
Mathias Gullia,has occupation,cashier
John Abbot,has gender,male
John Abbot,has occupation,cashier
Pedro Bernardo Orcasitas,has gender,male
Pedro Bernardo Orcasitas,has occupation,cashier
Antonín Šrut,has gender,male
Antonín Šrut,has occupation,cashier
Domenico Lalli,has gender,male
Domenico Lalli,has occupation,cashier
Yoshihiro Seki,has gender,male
Yoshihiro Seki,has occupation,cashier
Yōichi Shiraishi,has gender,male
Yōichi Shiraishi,has occupation,cashier
John Burton,has gender,male
John Burton,has occupation,cashier
Júlio Rodrigues,has gender,male
Júlio Rodrigues,has occupation,cashier
Didier Pilon,has gender,male
Didier Pilon,has occupation,cashier
James Forman Jr.,has gender,male
James Forman Jr.,has occupation,cashier
Alois Čermák,has gender,male
Alois Čermák,has occupation,cashier
George Moon,has gender,male
George Moon,has occupation,cashier
Iwao Aoki,has gender,male
Iwao Aoki,has occupation,cashier
Lajos Greguss,has gender,male
Lajos Greguss,has occupation,cashier
Cornelis Rietveld,has gender,male
Cornelis Rietveld,has occupation,cashier
Daniel Davies,has gender,male
Daniel Davies,has occupation,cashier
John J. Zuille,has gender,male
John J. Zuille,has occupation,cashier
Ignas Anužis,has gender,male
Ignas Anužis,has occupation,cashier
Marie A. Detrick,has gender,female
Marie A. Detrick,has occupation,cashier
Clara Almánzar,has gender,female
Clara Almánzar,has occupation,cashier
Clémence Roy,has gender,female
Clémence Roy,has occupation,cashier
Katharina Peters,has gender,female
Katharina Peters,has occupation,cashier
Anna Berggren,has gender,female
Anna Berggren,has occupation,cashier
Yukari Kondō,has gender,female
Yukari Kondō,has occupation,cashier
Hilda Malm,has gender,female
Hilda Malm,has occupation,cashier
Anna Ronnebäck,has gender,female
Anna Ronnebäck,has occupation,cashier
Talita Isabel Soares,has gender,female
Talita Isabel Soares,has occupation,cashier
Lilian Roques Silva Felipe,has gender,female
Lilian Roques Silva Felipe,has occupation,cashier
Jessica Robbin,has gender,female
Jessica Robbin,has occupation,cashier
Anna Natalia,has gender,female
Anna Natalia,has occupation,cashier
Frederika Santing,has gender,female
Frederika Santing,has occupation,cashier
Amir Ashkenazi,has gender,male
Amir Ashkenazi,has occupation,ceo
Peter Njonjo,has gender,male
Peter Njonjo,has occupation,ceo
Dukagjin Lipa,has gender,male
Dukagjin Lipa,has occupation,ceo
Emanuel Sharon,has gender,male
Emanuel Sharon,has occupation,ceo
Thomas Dohmke,has gender,male
Thomas Dohmke,has occupation,ceo
Pascal Isoard-Thomas,has gender,male
Pascal Isoard-Thomas,has occupation,ceo
Simon Segars,has gender,male
Simon Segars,has occupation,ceo
Q135160153,has gender,male
Q135160153,has occupation,ceo
V. Salminen,has gender,male
V. Salminen,has occupation,ceo
Marcus Leaver,has gender,male
Marcus Leaver,has occupation,ceo
Siegfried Wolf,has gender,male
Siegfried Wolf,has occupation,ceo
David Musto,has gender,male
David Musto,has occupation,ceo
Christian Klein,has gender,male
Christian Klein,has occupation,ceo
James Earl Rudder,has gender,male
James Earl Rudder,has occupation,ceo
Eric Haddad,has gender,male
Eric Haddad,has occupation,ceo
Ezekiel Stone Wiggins,has gender,male
Ezekiel Stone Wiggins,has occupation,ceo
Andrew Curtis,has gender,male
Andrew Curtis,has occupation,ceo
Neville Purvis,has gender,male
Neville Purvis,has occupation,ceo
Ian Ayre,has gender,male
Ian Ayre,has occupation,ceo
Jay Blazek Crossley,has gender,male
Jay Blazek Crossley,has occupation,ceo
Tatsumi Kimishima,has gender,male
Tatsumi Kimishima,has occupation,ceo
Jeremy Fok,has gender,male
Jeremy Fok,has occupation,ceo
Lou Richardson,has gender,male
Lou Richardson,has occupation,ceo
T. Thomas Fortune Fletcher,has gender,male
T. Thomas Fortune Fletcher,has occupation,ceo
Arnon Mantver,has gender,male
Arnon Mantver,has occupation,ceo
Alexandre Arnault,has gender,male
Alexandre Arnault,has occupation,ceo
David L. MacFarlane,has gender,male
David L. MacFarlane,has occupation,ceo
George Campbell Jr.,has gender,male
George Campbell Jr.,has occupation,ceo
Chip Rives,has gender,male
Chip Rives,has occupation,ceo
Myron E. Ullman,has gender,male
Myron E. Ullman,has occupation,ceo
Ravit Barniv,has gender,female
Ravit Barniv,has occupation,ceo
Jeanette Aaen,has gender,female
Jeanette Aaen,has occupation,ceo
Birgitta Forsström,has gender,female
Birgitta Forsström,has occupation,ceo
Heike Wiehle-Timm,has gender,female
Heike Wiehle-Timm,has occupation,ceo
Wendy Holman,has gender,female
Wendy Holman,has occupation,ceo
Desirée Bollier,has gender,female
Desirée Bollier,has occupation,ceo
Chantal-Line Carpentier,has gender,female
Chantal-Line Carpentier,has occupation,ceo
Carys Roberts,has gender,female
Carys Roberts,has occupation,ceo
Linda Obi,has gender,female
Linda Obi,has occupation,ceo
Galia Albin,has gender,female
Galia Albin,has occupation,ceo
Ronnie Woo Woo,has gender,male
Ronnie Woo Woo,has occupation,cleaner
Nilton Donizeti da Silva,has gender,male
Nilton Donizeti da Silva,has occupation,cleaner
Jürgen Herzing,has gender,male
Jürgen Herzing,has occupation,cleaner
Bert Brown,has gender,male
Bert Brown,has occupation,cleaner
Watty Borthwick,has gender,male
Watty Borthwick,has occupation,cleaner
Andy Burton,has gender,male
Andy Burton,has occupation,cleaner
Thomas Weber,has gender,male
Thomas Weber,has occupation,cleaner
Alfons Bierdimpfl,has gender,male
Alfons Bierdimpfl,has occupation,cleaner
Friedrich Zimpelmann,has gender,male
Friedrich Zimpelmann,has occupation,cleaner
Joseph Arend,has gender,male
Joseph Arend,has occupation,cleaner
Albert Edward Turpin,has gender,male
Albert Edward Turpin,has occupation,cleaner
Seu Zé,has gender,male
Seu Zé,has occupation,cleaner
Q125876236,has gender,male
Q125876236,has occupation,cleaner
Evan Price,has gender,male
Evan Price,has occupation,cleaner
Trygve Lundgreen,has gender,male
Trygve Lundgreen,has occupation,cleaner
Carl Joseph Weiser,has gender,male
Carl Joseph Weiser,has occupation,cleaner
Maximilian Mohr,has gender,male
Maximilian Mohr,has occupation,cleaner
George Pool Ballard,has gender,male
George Pool Ballard,has occupation,cleaner
Wolfgang Schindele,has gender,male
Wolfgang Schindele,has occupation,cleaner
Hermann Schöpf,has gender,male
Hermann Schöpf,has occupation,cleaner
Thomas Jensen,has gender,male
Thomas Jensen,has occupation,cleaner
Robert Menge,has gender,male
Robert Menge,has occupation,cleaner
Sebastian Abratzky,has gender,male
Sebastian Abratzky,has occupation,cleaner
Nicolae Moromete (Maromet),has gender,male
Nicolae Moromete (Maromet),has occupation,cleaner
Hans-Jürgen Groschupp,has gender,male
Hans-Jürgen Groschupp,has occupation,cleaner
Karl Nilsson,has gender,male
Karl Nilsson,has occupation,cleaner
Karl Joseph Thurn,has gender,male
Karl Joseph Thurn,has occupation,cleaner
Erik Karl Geldam,has gender,male
Erik Karl Geldam,has occupation,cleaner
Q130298709,has gender,male
Q130298709,has occupation,cleaner
Phil McColeman,has gender,male
Phil McColeman,has occupation,cleaner
Frieda Mager,has gender,female
Frieda Mager,has occupation,cleaner
Victoria Hughes,has gender,female
Victoria Hughes,has occupation,cleaner
Wanda Sarna,has gender,female
Wanda Sarna,has occupation,cleaner
Susanne Neumann,has gender,female
Susanne Neumann,has occupation,cleaner
Émilie Trélin,has gender,female
Émilie Trélin,has occupation,cleaner
Yevdokia Nos,has gender,female
Yevdokia Nos,has occupation,cleaner
Magdalena Miedziejewska,has gender,female
Magdalena Miedziejewska,has occupation,cleaner
Olga Kozłowska,has gender,female
Olga Kozłowska,has occupation,cleaner
Maria Stein,has gender,female
Maria Stein,has occupation,cleaner
Q123747492,has gender,female
Q123747492,has occupation,cleaner
Cheta Nwanze,has gender,male
Cheta Nwanze,has occupation,clerk
Cradock Newton,has gender,male
Cradock Newton,has occupation,clerk
Vittorio Bargioni,has gender,male
Vittorio Bargioni,has occupation,clerk
Takanori Sakata,has gender,male
Takanori Sakata,has occupation,clerk
Michael Joseph Schultes,has gender,male
Michael Joseph Schultes,has occupation,clerk
Yaakov Paskovitz,has gender,male
Yaakov Paskovitz,has occupation,clerk
Imre Csengery,has gender,male
Imre Csengery,has occupation,clerk
Sándor Újfalussy,has gender,male
Sándor Újfalussy,has occupation,clerk
Foster Awintiti Akugri,has gender,male
Foster Awintiti Akugri,has occupation,clerk
José Nelson Cándido Santos Argibay,has gender,male
José Nelson Cándido Santos Argibay,has occupation,clerk
Francisco Mazariegos Martínez,has gender,male
Francisco Mazariegos Martínez,has occupation,clerk
"Stephen Mack, Jr.",has gender,male
"Stephen Mack, Jr.",has occupation,clerk
Johannes Martin Reich,has gender,male
Johannes Martin Reich,has occupation,clerk
Juan María Atutxa Mendiola,has gender,male
Juan María Atutxa Mendiola,has occupation,clerk
Bedřich Bohumil Černík,has gender,male
Bedřich Bohumil Černík,has occupation,clerk
Ferdinand Pavlíček,has gender,male
Ferdinand Pavlíček,has occupation,clerk
E. Pirazzoli,has gender,male
E. Pirazzoli,has occupation,clerk
Masatora Kawano,has gender,male
Masatora Kawano,has occupation,clerk
Willem van Wijk,has gender,male
Willem van Wijk,has occupation,clerk
Frederik Koch,has gender,male
Frederik Koch,has occupation,clerk
Rolf Lüer,has gender,male
Rolf Lüer,has occupation,clerk
Xosé Represas Giráldez,has gender,male
Xosé Represas Giráldez,has occupation,clerk
Q107508893,has gender,male
Q107508893,has occupation,clerk
François Fillion,has gender,male
François Fillion,has occupation,clerk
Friedrich Wilhelm von Schelling,has gender,male
Friedrich Wilhelm von Schelling,has occupation,clerk
Ladislav Vyhnánek,has gender,male
Ladislav Vyhnánek,has occupation,clerk
Kiwi Camara,has gender,male
Kiwi Camara,has occupation,clerk
Renato Tasselli,has gender,male
Renato Tasselli,has occupation,clerk
Jan Lindenau,has gender,male
Jan Lindenau,has occupation,clerk
Gorgônio Neto,has gender,male
Gorgônio Neto,has occupation,clerk
Harry D. Gell,has gender,male
Harry D. Gell,has occupation,clerk
Q111780316,has gender,male
Q111780316,has occupation,clerk
Pasha Leberfeld,has gender,female
Pasha Leberfeld,has occupation,clerk
Solimar Silva,has gender,female
Solimar Silva,has occupation,clerk
Maria Hosp,has gender,female
Maria Hosp,has occupation,clerk
Q133816775,has gender,female
Q133816775,has occupation,clerk
Dagmar Chidolue,has gender,female
Dagmar Chidolue,has occupation,clerk
Sabine Arndt,has gender,female
Sabine Arndt,has occupation,clerk
Janina Stankiewicz,has gender,female
Janina Stankiewicz,has occupation,clerk
Elizabeth Esty,has gender,female
Elizabeth Esty,has occupation,clerk
Jaroslav Kovář starší,has gender,male
Jaroslav Kovář starší,has occupation,construction_worker
John Parry,has gender,male
John Parry,has occupation,construction_worker
Axel Schultz-Gora,has gender,male
Axel Schultz-Gora,has occupation,construction_worker
Bodo Küttler,has gender,male
Bodo Küttler,has occupation,construction_worker
Peter Robert Whitfield Sr.,has gender,male
Peter Robert Whitfield Sr.,has occupation,construction_worker
Hans Locher,has gender,male
Hans Locher,has occupation,construction_worker
Devanir Martins,has gender,male
Devanir Martins,has occupation,construction_worker
