subject,relation,object
Victor Faccioni,has occupation,accountant
Alan McLintock,has gender,male
Alan McLintock,has occupation,accountant
"Joel Barnett, Baron Barnett",has gender,male
"Joel Barnett, Baron Barnett",has occupation,accountant
William L. Trenholm,has gender,male
William L. Trenholm,has occupation,accountant
Henri Guénin,has gender,male
Henri Guénin,has occupation,accountant
Jean-Claude Fillion,has gender,male
Jean-Claude Fillion,has occupation,accountant
George D. Rosengarten,has gender,male
George D. Rosengarten,has occupation,accountant
Arthur Gutowitz,has gender,male
Arthur Gutowitz,has occupation,accountant
Hans Buwert,has gender,male
Hans Buwert,has occupation,accountant
Milton Carlos da Silva Lopes,has gender,male
Milton Carlos da Silva Lopes,has occupation,accountant
Guillermo Jesus Arenas Diaz,has gender,male
Guillermo Jesus Arenas Diaz,has occupation,accountant
Jordi Vàzquez i Mir,has gender,male
Jordi Vàzquez i Mir,has occupation,accountant
William Wolfe,has gender,male
William Wolfe,has occupation,accountant
Wojciech Marcinkiewicz,has gender,male
Wojciech Marcinkiewicz,has occupation,accountant
Alexander Robertson Murray,has gender,male
Alexander Robertson Murray,has occupation,accountant
Felix Mutati,has gender,male
Felix Mutati,has occupation,accountant
Albert Kyoso,has gender,male
Albert Kyoso,has occupation,accountant
Sarath Chandrasiri Mayadunne,has gender,male
Sarath Chandrasiri Mayadunne,has occupation,accountant
William McLintock,has gender,male
William McLintock,has occupation,accountant
"Stanley Fink, Baron Fink",has gender,male
"Stanley Fink, Baron Fink",has occupation,accountant
Siemen Vegter,has gender,male
Siemen Vegter,has occupation,accountant
Ramzi Khoury,has gender,male
Ramzi Khoury,has occupation,accountant
Derlis Rodríguez,has gender,male
Derlis Rodríguez,has occupation,accountant
Q5960264,has gender,male
Q5960264,has occupation,accountant
Thomas Patrick Norton II,has gender,male
Thomas Patrick Norton II,has occupation,accountant
Anderson Doniphan Johnston,has gender,male
Anderson Doniphan Johnston,has occupation,accountant
Mårten Leijonsköld,has gender,male
Mårten Leijonsköld,has occupation,accountant
Charlie McCreevy,has gender,male
Charlie McCreevy,has occupation,accountant
Jūji Komai,has gender,male
Jūji Komai,has occupation,accountant
Ercole Walter Ferme,has gender,male
Ercole Walter Ferme,has occupation,accountant
Clinton Free,has gender,male
Clinton Free,has occupation,accountant
Q9319077,has gender,male
Q9319077,has occupation,accountant
Pavel Radovan Viglaský,has gender,male
Pavel Radovan Viglaský,has occupation,accountant
Edmund Ward Poor,has gender,male
Edmund Ward Poor,has occupation,accountant
Francisco Pillado,has gender,male
Francisco Pillado,has occupation,accountant
Richard James Barnes,has gender,male
Richard James Barnes,has occupation,accountant
Alexandre Mostrel,has gender,male
Alexandre Mostrel,has occupation,accountant
Aboubacar Sidiki Cissé,has gender,male
Aboubacar Sidiki Cissé,has occupation,accountant
Stuart Young,has gender,male
Stuart Young,has occupation,accountant
Fan Jian,has gender,male
Fan Jian,has occupation,accountant
Takuya Nakazato,has gender,male
Takuya Nakazato,has occupation,accountant
Laurent Hamel,has gender,male
Laurent Hamel,has occupation,accountant
Aurelio Gurrea Martínez,has gender,male
Aurelio Gurrea Martínez,has occupation,accountant
Max Bolle,has gender,male
Max Bolle,has occupation,accountant
Antonio Geraldo de Souza Henriques Filho,has gender,male
Antonio Geraldo de Souza Henriques Filho,has occupation,accountant
H. Thomas Johnson,has gender,male
H. Thomas Johnson,has occupation,accountant
Olao Gaggioli,has gender,male
Olao Gaggioli,has occupation,accountant
Q131701734,has gender,male
Q131701734,has occupation,accountant
Michael Coffie Boampong,has gender,male
Michael Coffie Boampong,has occupation,accountant
Junichirō Maeda,has gender,male
Junichirō Maeda,has occupation,accountant
Vaughan Collett Cooper,has gender,male
Vaughan Collett Cooper,has occupation,accountant
Tibor Mattyasovszky Zsolnay,has gender,male
Tibor Mattyasovszky Zsolnay,has occupation,accountant
Gedeon Frâncu,has gender,male
Gedeon Frâncu,has occupation,accountant
Halvor Rivrud,has gender,male
Halvor Rivrud,has occupation,accountant
Marcos Paulo de Oliveira,has gender,male
Marcos Paulo de Oliveira,has occupation,accountant
Albert Marius Jacobsen,has gender,male
Albert Marius Jacobsen,has occupation,accountant
Karl W. Abt,has gender,male
Karl W. Abt,has occupation,accountant
Q111738925,has gender,male
Q111738925,has occupation,accountant
M. W. G. Kop,has gender,male
M. W. G. Kop,has occupation,accountant
David Blanes,has gender,male
David Blanes,has occupation,accountant
Hieu Van Le,has gender,male
Hieu Van Le,has occupation,accountant
John Tinniswood,has gender,male
John Tinniswood,has occupation,accountant
Juan Alberto Quilici,has gender,male
Juan Alberto Quilici,has occupation,accountant
Q134885624,has gender,male
Q134885624,has occupation,accountant
Gerrit Bloemink,has gender,male
Gerrit Bloemink,has occupation,accountant
Joao Neves,has gender,male
Joao Neves,has occupation,accountant
Luis Casadesus,has gender,male
Luis Casadesus,has occupation,accountant
Hermann Schwarz,has gender,male
Hermann Schwarz,has occupation,accountant
Sten Nackstad,has gender,male
Sten Nackstad,has occupation,accountant
Erling Bonnesen,has gender,male
Erling Bonnesen,has occupation,accountant
Gerald Dooher,has gender,male
Gerald Dooher,has occupation,accountant
Franz Joseph Theodor Franzky,has gender,male
Franz Joseph Theodor Franzky,has occupation,accountant
Jean-Charles Fortuné Henry,has gender,male
Jean-Charles Fortuné Henry,has occupation,accountant
Alfred Beneke,has gender,male
Alfred Beneke,has occupation,accountant
Karl Eggers,has gender,male
Karl Eggers,has occupation,accountant
Yukito Ishiwari,has gender,male
Yukito Ishiwari,has occupation,accountant
Edward Pearce,has gender,male
Edward Pearce,has occupation,accountant
Sidney Felsen,has gender,male
Sidney Felsen,has occupation,accountant
John Ward,has gender,male
John Ward,has occupation,accountant
Steve Moriyama,has gender,male
Steve Moriyama,has occupation,accountant
Gerard Lodewijk Schlimmer,has gender,male
Gerard Lodewijk Schlimmer,has occupation,accountant
Alexander Katan,has gender,male
Alexander Katan,has occupation,accountant
Elmar Asmus,has gender,male
Elmar Asmus,has occupation,accountant
Yaacov Baniel,has gender,male
Yaacov Baniel,has occupation,accountant
José Eduardo Osuna Lugo,has gender,male
José Eduardo Osuna Lugo,has occupation,accountant
Q50378830,has gender,male
Q50378830,has occupation,accountant
Hendrik Leendert Heijkoop,has gender,male
Hendrik Leendert Heijkoop,has occupation,accountant
Hugh Thomas Burnett,has gender,male
Hugh Thomas Burnett,has occupation,accountant
Steve Bundred,has gender,male
Steve Bundred,has occupation,accountant
Andrés Caradonti,has gender,male
Andrés Caradonti,has occupation,accountant
Ugo Clavenzani,has gender,male
Ugo Clavenzani,has occupation,accountant
Maurilio Moraes,has gender,male
Maurilio Moraes,has occupation,accountant
Edvan Roriz,has gender,male
Edvan Roriz,has occupation,accountant
Bernard J. Reis,has gender,male
Bernard J. Reis,has occupation,accountant
Kurt Schlotthauer,has gender,male
Kurt Schlotthauer,has occupation,accountant
Eustache Kotingan,has gender,male
Eustache Kotingan,has occupation,accountant
Robert E. Casey,has gender,male
Robert E. Casey,has occupation,accountant
Cecil Parkinson,has gender,male
Cecil Parkinson,has occupation,accountant
Vlada Barzin,has gender,male
Vlada Barzin,has occupation,accountant
Arthur Valabh,has gender,male
Arthur Valabh,has occupation,accountant
Felix Kobinger,has gender,male
Felix Kobinger,has occupation,accountant
Q124357070,has gender,male
Q124357070,has occupation,accountant
Christoffer Depken,has gender,male
Christoffer Depken,has occupation,accountant
Ryan Lanza,has gender,male
Ryan Lanza,has occupation,accountant
Ricardo dos Santos Figueira,has gender,male
Ricardo dos Santos Figueira,has occupation,accountant
Txema Blasco,has gender,male
Txema Blasco,has occupation,accountant
Mad Mike Hoare,has gender,male
Mad Mike Hoare,has occupation,accountant
Mariano Baca Anaya,has gender,male
Mariano Baca Anaya,has occupation,accountant
Jibreel Ofori Owusu,has gender,male
Jibreel Ofori Owusu,has occupation,accountant
Fabrice Herde,has gender,male
Fabrice Herde,has occupation,accountant
Theodor Ascher,has gender,male
Theodor Ascher,has occupation,accountant
Ferdinand Pach-Hanssenheimb,has gender,male
Ferdinand Pach-Hanssenheimb,has occupation,accountant
Rudolf Hübener,has gender,male
Rudolf Hübener,has occupation,accountant
Bob Mackenzie,has gender,male
Bob Mackenzie,has occupation,accountant
Christopher Morris,has gender,male
Christopher Morris,has occupation,accountant
Jules Faigt,has gender,male
Jules Faigt,has occupation,accountant
Conrad Boner,has gender,male
Conrad Boner,has occupation,accountant
Edward Noel Barraud,has gender,male
Edward Noel Barraud,has occupation,accountant
Valdemar Moreira de Souza,has gender,male
Valdemar Moreira de Souza,has occupation,accountant
José Marcio de Medeiros Maia,has gender,male
José Marcio de Medeiros Maia,has occupation,accountant
Pablo de Porturas y Landázuri,has gender,male
Pablo de Porturas y Landázuri,has occupation,accountant
Amr Khaled,has gender,male
Amr Khaled,has occupation,accountant
Lino Rodriguez Madero,has gender,male
Lino Rodriguez Madero,has occupation,accountant
Jacob Engelaan,has gender,male
Jacob Engelaan,has occupation,accountant
Luis Torregrosa Mira,has gender,male
Luis Torregrosa Mira,has occupation,accountant
Victor Slăvescu,has gender,male
Victor Slăvescu,has occupation,accountant
Peter Harriss Abbott,has gender,male
Peter Harriss Abbott,has occupation,accountant
William Farnsworth,has gender,male
William Farnsworth,has occupation,accountant
Malik Hasanov,has gender,male
Malik Hasanov,has occupation,accountant
Alex Shepherd,has gender,male
Alex Shepherd,has occupation,accountant
Hakan Anaz,has gender,male
Hakan Anaz,has occupation,accountant
Kazuo Asakura,has gender,male
Kazuo Asakura,has occupation,accountant
Lázaro Previtale,has gender,male
Lázaro Previtale,has occupation,accountant
Efraín Gonzales de Olarte,has gender,male
Efraín Gonzales de Olarte,has occupation,accountant
Joseph Morris,has gender,male
Joseph Morris,has occupation,accountant
Emil Matton,has gender,male
Emil Matton,has occupation,accountant
Eric Poisbelaud,has gender,male
Eric Poisbelaud,has occupation,accountant
Robert Ker,has gender,male
Robert Ker,has occupation,accountant
Joseph Berardino,has gender,male
Joseph Berardino,has occupation,accountant
René Brunel,has gender,male
René Brunel,has occupation,accountant
Richard Quartei Quartey,has gender,male
Richard Quartei Quartey,has occupation,accountant
Efrat Peled,has gender,female
Efrat Peled,has occupation,accountant
Rosario Violeta Grijalva Salazar,has gender,female
Rosario Violeta Grijalva Salazar,has occupation,accountant
Alicja Gębczyńska,has gender,female
Alicja Gębczyńska,has occupation,accountant
Ingrid Schubert,has gender,female
Ingrid Schubert,has occupation,accountant
Kamogelo Mowaneng,has gender,female
Kamogelo Mowaneng,has occupation,accountant
Helena Plosová,has gender,female
Helena Plosová,has occupation,accountant
Laurence Tiennot-Herment,has gender,female
Laurence Tiennot-Herment,has occupation,accountant
Marcelle Robineau,has gender,female
Marcelle Robineau,has occupation,accountant
Lori Roy,has gender,female
Lori Roy,has occupation,accountant
Monica Chakwera,has gender,female
Monica Chakwera,has occupation,accountant
Pia Janols,has gender,female
Pia Janols,has occupation,accountant
Flora Masami,has gender,female
Flora Masami,has occupation,accountant
Lauren B. Peters,has gender,female
Lauren B. Peters,has occupation,accountant
Jana Vojáčková,has gender,female
Jana Vojáčková,has occupation,accountant
Tove Grasten,has gender,female
Tove Grasten,has occupation,accountant
Pip McCrostie,has gender,female
Pip McCrostie,has occupation,accountant
Maria Rzepnikowska,has gender,female
Maria Rzepnikowska,has occupation,accountant
Ethel Mary Bage,has gender,female
Ethel Mary Bage,has occupation,accountant
Dianne Hiles,has gender,female
Dianne Hiles,has occupation,accountant
Marina Muravyova-Gazmanova,has gender,female
Marina Muravyova-Gazmanova,has occupation,accountant
Karin Olesen,has gender,female
Karin Olesen,has occupation,accountant
Sonia Heckel,has gender,female
Sonia Heckel,has occupation,accountant
Delia Yolanda Mamani Huanca,has gender,female
Delia Yolanda Mamani Huanca,has occupation,accountant
Muriel Roques-Étienne,has gender,female
Muriel Roques-Étienne,has occupation,accountant
Geraldine Ssali Busuulwa,has gender,female
Geraldine Ssali Busuulwa,has occupation,accountant
Ana Cristina Mena Rivas,has gender,female
Ana Cristina Mena Rivas,has occupation,accountant
Sola Adesakin,has gender,female
Sola Adesakin,has occupation,accountant
Estefanía Meléndez,has gender,female
Estefanía Meléndez,has occupation,accountant
Janina Wencel,has gender,female
Janina Wencel,has occupation,accountant
Mary Kathleen Kelly,has gender,female
Mary Kathleen Kelly,has occupation,accountant
Amy Thomson,has gender,female
Amy Thomson,has occupation,accountant
Ruth Grimwood,has gender,female
Ruth Grimwood,has occupation,accountant
Isabelle Delyon,has gender,female
Isabelle Delyon,has occupation,accountant
Elizabeth Arévalo,has gender,female
Elizabeth Arévalo,has occupation,accountant
Jane MacAdam,has gender,female
Jane MacAdam,has occupation,accountant
Rachel Osborne,has gender,female
Rachel Osborne,has occupation,accountant
Tania Dubé,has gender,female
Tania Dubé,has occupation,accountant
Agnès Bricard,has gender,female
Agnès Bricard,has occupation,accountant
Estella Schönberg,has gender,female
Estella Schönberg,has occupation,accountant
Marija Grbić,has gender,female
Marija Grbić,has occupation,accountant
Noemí de la Calle Sifré,has gender,female
Noemí de la Calle Sifré,has occupation,accountant
Danielle Fostier,has gender,female
Danielle Fostier,has occupation,accountant
Mara Cameran,has gender,female
Mara Cameran,has occupation,accountant
Ana Maria Goulart Torquato,has gender,female
Ana Maria Goulart Torquato,has occupation,accountant
Ariell Johnson,has gender,female
Ariell Johnson,has occupation,accountant
Jessica Anastasya,has gender,female
Jessica Anastasya,has occupation,accountant
Manuelina Oliveira Ferreira,has gender,female
Manuelina Oliveira Ferreira,has occupation,accountant
Julianne Mweheire,has gender,female
Julianne Mweheire,has occupation,accountant
Adebola Adesola,has gender,female
Adebola Adesola,has occupation,accountant
Rosa Margarita Roldán Bolívar,has gender,female
Rosa Margarita Roldán Bolívar,has occupation,accountant
"Sheila Noakes, Baroness Noakes",has gender,female
"Sheila Noakes, Baroness Noakes",has occupation,accountant
Benedicta Abosi,has gender,female
Benedicta Abosi,has occupation,accountant
Marina Krasotkina,has gender,female
Marina Krasotkina,has occupation,accountant
Mpho Mookapele,has gender,female
Mpho Mookapele,has occupation,accountant
Helen Dickinson,has gender,female
Helen Dickinson,has occupation,accountant
Suzanne Paquette,has gender,female
Suzanne Paquette,has occupation,accountant
Mariette Korsrud,has gender,female
Mariette Korsrud,has occupation,accountant
Q85882541,has gender,female
Q85882541,has occupation,accountant
Katarína Vraštiaková,has gender,female
Katarína Vraštiaková,has occupation,accountant
Marion Paton,has gender,female
Marion Paton,has occupation,accountant
Madona Tito Betancur,has gender,female
Madona Tito Betancur,has occupation,accountant
Takako Kurihara,has gender,female
Takako Kurihara,has occupation,accountant
Brenda Ann Porter,has gender,female
Brenda Ann Porter,has occupation,accountant
Romana Friedrichová,has gender,female
Romana Friedrichová,has occupation,accountant
Hiroko Kaneko,has gender,female
Hiroko Kaneko,has occupation,accountant
Lidia Ysabel Pareja Pera,has gender,female
Lidia Ysabel Pareja Pera,has occupation,accountant
Visam Ali,has gender,female
Visam Ali,has occupation,accountant
Esther Soria,has gender,female
Esther Soria,has occupation,accountant
Patience Akyianu,has gender,female
Patience Akyianu,has occupation,accountant
Lynn Chen-Zhang,has gender,female
Lynn Chen-Zhang,has occupation,accountant
Alaitz Zabala Zarate,has gender,female
Alaitz Zabala Zarate,has occupation,accountant
Inna Hodorkovska,has gender,female
Inna Hodorkovska,has occupation,accountant
Eliza Virginia de Souza Fernandes,has gender,female
Eliza Virginia de Souza Fernandes,has occupation,accountant
Q63411851,has gender,female
Q63411851,has occupation,accountant
María Yedidia Alburqueque Trelles,has gender,female
María Yedidia Alburqueque Trelles,has occupation,accountant
Lo Shu-lei,has gender,female
Lo Shu-lei,has occupation,accountant
Suzanne Sinclair,has gender,female
Suzanne Sinclair,has occupation,accountant
Gabriela Giluk,has gender,female
Gabriela Giluk,has occupation,accountant
Sylvia Chalikosa,has gender,female
Sylvia Chalikosa,has occupation,accountant
Chiye Tomihiro,has gender,female
Chiye Tomihiro,has occupation,accountant
Teresia Wahlström,has gender,female
Teresia Wahlström,has occupation,accountant
Olateju Abiola Somorin,has gender,female
Olateju Abiola Somorin,has occupation,accountant
Neo Bogatsu,has gender,female
Neo Bogatsu,has occupation,accountant
Joyce Tyldesley,has gender,female
Joyce Tyldesley,has occupation,accountant
Patricia Pilar Zirena Bejarano,has gender,female
Patricia Pilar Zirena Bejarano,has occupation,accountant
Hulda Thomaschewski,has gender,female
Hulda Thomaschewski,has occupation,accountant
Mrs. Sándor Kovács,has gender,female
Mrs. Sándor Kovács,has occupation,accountant
Fany Olinda Rojas Noa,has gender,female
Fany Olinda Rojas Noa,has occupation,accountant
María de las Mercedes Benítez,has gender,female
María de las Mercedes Benítez,has occupation,accountant
Elena Alekseevna Khusyaynova,has gender,female
Elena Alekseevna Khusyaynova,has occupation,accountant
Helen Morgan,has gender,female
Helen Morgan,has occupation,accountant
Pilar Pagès Andrés,has gender,female
Pilar Pagès Andrés,has occupation,accountant
Kjerstin Wøyen Funderud,has gender,female
Kjerstin Wøyen Funderud,has occupation,accountant
Martine Pagé,has gender,female
Martine Pagé,has occupation,accountant
Maria del Pilar Hurtado,has gender,female
Maria del Pilar Hurtado,has occupation,accountant
Lynette Armstrong,has gender,female
Lynette Armstrong,has occupation,accountant
Teri List,has gender,female
Teri List,has occupation,accountant
Clara Bohm-Schuch,has gender,female
Clara Bohm-Schuch,has occupation,accountant
Lilia Chanysheva,has gender,female
Lilia Chanysheva,has occupation,accountant
Zainab Ahmed,has gender,female
Zainab Ahmed,has occupation,accountant
Mariette Vignette,has gender,female
Mariette Vignette,has occupation,accountant
Q16631633,has gender,female
Q16631633,has occupation,accountant
María Rosa Silveira Gramont,has gender,female
María Rosa Silveira Gramont,has occupation,accountant
Sarah Whitney,has gender,female
Sarah Whitney,has occupation,accountant
Amy Gough,has gender,female
Amy Gough,has occupation,accountant
Irene Florence Jeffreys,has gender,female
Irene Florence Jeffreys,has occupation,accountant
Pernille Erenbjerg,has gender,female
Pernille Erenbjerg,has occupation,accountant
Jeanne Bot,has gender,female
Jeanne Bot,has occupation,accountant
Ella Jaakson,has gender,female
Ella Jaakson,has occupation,accountant
Marie Boehm,has gender,female
Marie Boehm,has occupation,accountant
Stanisława Rotman,has gender,female
Stanisława Rotman,has occupation,accountant
Zelinda Lima,has gender,female
Zelinda Lima,has occupation,accountant
Selma Ennaifer,has gender,female
Selma Ennaifer,has occupation,accountant
Lucy Verrill,has gender,female
Lucy Verrill,has occupation,accountant
Jan McDowell,has gender,female
Jan McDowell,has occupation,accountant
Odiri Oginni,has gender,female
Odiri Oginni,has occupation,accountant
Suzanne Liébrard,has gender,female
Suzanne Liébrard,has occupation,accountant
Q100554161,has gender,female
Q100554161,has occupation,accountant
Lena Milius,has gender,female
Lena Milius,has occupation,accountant
Winifred Mary O'Grady,has gender,female
Winifred Mary O'Grady,has occupation,accountant
Balbina Esperanza Cutipa Quilca,has gender,female
Balbina Esperanza Cutipa Quilca,has occupation,accountant
Lucimara Dantas Passos,has gender,female
Lucimara Dantas Passos,has occupation,accountant
Helen Brand,has gender,female
Helen Brand,has occupation,accountant
Izan Izan,has gender,female
Izan Izan,has occupation,accountant
Lucy Gichuhi,has gender,female
Lucy Gichuhi,has occupation,accountant
Mantwa Matlala,has gender,female
Mantwa Matlala,has occupation,accountant
Lúcia Elena Porto Ramalho,has gender,female
Lúcia Elena Porto Ramalho,has occupation,accountant
Alice L'Estrange,has gender,female
Alice L'Estrange,has occupation,accountant
Cristina López Zamora,has gender,female
Cristina López Zamora,has occupation,accountant
Masami Katakura,has gender,female
Masami Katakura,has occupation,accountant
Philisiwe Sibiya,has gender,female
Philisiwe Sibiya,has occupation,accountant
Elizabeth Marshall,has gender,female
Elizabeth Marshall,has occupation,accountant
Awuneba Ajumogobia,has gender,female
Awuneba Ajumogobia,has occupation,accountant
Anne-Marie Trevelyan,has gender,female
Anne-Marie Trevelyan,has occupation,accountant
June Pallot,has gender,female
June Pallot,has occupation,accountant
Syda Bbumba,has gender,female
Syda Bbumba,has occupation,accountant
Marie Walachová,has gender,female
Marie Walachová,has occupation,accountant
Q120584036,has gender,female
Q120584036,has occupation,accountant
Karen Hogan,has gender,female
Karen Hogan,has occupation,accountant
Christine Casapicola,has gender,female
Christine Casapicola,has occupation,accountant
Mireille Radiguet,has gender,female
Mireille Radiguet,has occupation,accountant
Temenuzhka Petkova,has gender,female
Temenuzhka Petkova,has occupation,accountant
Marharyta Shol,has gender,female
Marharyta Shol,has occupation,accountant
Maritza Bowry,has gender,female
Maritza Bowry,has occupation,accountant
Laura Palme,has gender,female
Laura Palme,has occupation,accountant
Shirine Khoury-Haq,has gender,female
Shirine Khoury-Haq,has occupation,accountant
Janina Lembas,has gender,female
Janina Lembas,has occupation,accountant
Wioletta Kulpa,has gender,female
Wioletta Kulpa,has occupation,accountant
Eva Lehotská,has gender,female
Eva Lehotská,has occupation,accountant
Judith Stanway,has gender,female
Judith Stanway,has occupation,accountant
Ana María Bentaberri Alpuy,has gender,female
Ana María Bentaberri Alpuy,has occupation,accountant
Gayathri Shan,has gender,female
Gayathri Shan,has occupation,accountant
Célia Maria Vieira Dória,has gender,female
Célia Maria Vieira Dória,has occupation,accountant
Angela Yuliana Arredondo Salas,has gender,female
Angela Yuliana Arredondo Salas,has occupation,accountant
Fabienne Grandcler,has gender,female
Fabienne Grandcler,has occupation,accountant
Cassandra Crowley,has gender,female
Cassandra Crowley,has occupation,accountant
Isabelle Guiraud,has gender,female
Isabelle Guiraud,has occupation,accountant
Zhanetta Valentinovna Tsoy,has gender,female
Zhanetta Valentinovna Tsoy,has occupation,accountant
Åste Marie Lande Lindau,has gender,female
Åste Marie Lande Lindau,has occupation,accountant
Ayo Amusan,has gender,female
Ayo Amusan,has occupation,accountant
Ifeyinwa Maureen Okafor,has gender,female
Ifeyinwa Maureen Okafor,has occupation,accountant
Susanna Ma,has gender,female
Susanna Ma,has occupation,accountant
Nadima Simón Domínguez,has gender,female
Nadima Simón Domínguez,has occupation,accountant
Obiageli Katryn Ezekwesili,has gender,female
Obiageli Katryn Ezekwesili,has occupation,accountant
Lylia Arancio de Beller,has gender,female
Lylia Arancio de Beller,has occupation,accountant
Catherine Mturi-Wairi,has gender,female
Catherine Mturi-Wairi,has occupation,accountant
Joža Gombač,has gender,female
Joža Gombač,has occupation,accountant
Wanda R.M. Brandão,has gender,female
Wanda R.M. Brandão,has occupation,accountant
Chris Elizabeth Hogan,has gender,female
Chris Elizabeth Hogan,has occupation,accountant
Olaya Suárez,has gender,female
Olaya Suárez,has occupation,accountant
Evelyn McHale,has gender,female
Evelyn McHale,has occupation,accountant
Anne Rouse,has gender,female
Anne Rouse,has occupation,accountant
Melissa Jacobs,has gender,female
Melissa Jacobs,has occupation,accountant
Sarah Gorelick,has gender,female
Sarah Gorelick,has occupation,accountant
Maria Rapoldi,has gender,female
Maria Rapoldi,has occupation,accountant
Diane Evers,has gender,female
Diane Evers,has occupation,accountant
Susanna Lu,has gender,female
Susanna Lu,has occupation,accountant
Ndamira Catherine Atwakire,has gender,female
Ndamira Catherine Atwakire,has occupation,accountant
Katia Karzi,has gender,female
Katia Karzi,has occupation,accountant
Katia Oliveira,has gender,female
Katia Oliveira,has occupation,accountant
Damali Ssali,has gender,female
Damali Ssali,has occupation,accountant
Dafne Shimizu,has gender,female
Dafne Shimizu,has occupation,accountant
Bronwyn Monopoli,has gender,female
Bronwyn Monopoli,has occupation,accountant
Maude Paré Plante,has gender,female
Maude Paré Plante,has occupation,accountant
Sonia Gladys Gutiérrez Monzón,has gender,female
Sonia Gladys Gutiérrez Monzón,has occupation,accountant
Bev Pitura,has gender,female
Bev Pitura,has occupation,accountant
