subject,relation,object
Marithé de Alvarado,has gender,female
Marithé de Alvarado,has occupation,baker
Noa Cochva,has gender,female
Noa Cochva,has occupation,baker
Ibrahim Aicha Karimoune,has gender,female
Ibrahim Aicha Karimoune,has occupation,baker
Judith Erdin,has gender,female
Judith Erdin,has occupation,baker
Paul Manauthon,has gender,male
Paul Manauthon,has occupation,carpenter
Willm Rolf Meyer,has gender,male
Willm Rolf Meyer,has occupation,carpenter
Christian David,has gender,male
Christian David,has occupation,carpenter
John Morgan Jones,has gender,male
John Morgan Jones,has occupation,carpenter
David Grinbaum,has gender,male
David Grinbaum,has occupation,carpenter
Simon Mee,has gender,male
Simon Mee,has occupation,carpenter
August Kapell,has gender,male
August Kapell,has occupation,carpenter
Khana Feinbukh,has gender,female
Khana Feinbukh,has occupation,carpenter
Trina Gulliver,has gender,female
Trina Gulliver,has occupation,carpenter
May Clark,has gender,female
May Clark,has occupation,carpenter
Sandra Lovelace Nicholas,has gender,female
Sandra Lovelace Nicholas,has occupation,carpenter
Mathilde Imer,has gender,female
Mathilde Imer,has occupation,carpenter
Ulrika Holmer,has gender,female
Ulrika Holmer,has occupation,carpenter
Pete Joyce,has gender,female
Pete Joyce,has occupation,carpenter
Johann Gottlieb Zenker,has gender,male
Johann Gottlieb Zenker,has occupation,cashier
Kei Ogura,has gender,male
Kei Ogura,has occupation,cashier
Hirotaka Ishihara,has gender,male
Hirotaka Ishihara,has occupation,cashier
Richárd Horinka,has gender,male
Richárd Horinka,has occupation,cashier
Takeshi Ōnishi,has gender,male
Takeshi Ōnishi,has occupation,cashier
Otto Kotouč,has gender,male
Otto Kotouč,has occupation,cashier
Johann Joachim Ludwig Wenck,has gender,male
Johann Joachim Ludwig Wenck,has occupation,cashier
Marie A. Detrick,has gender,female
Marie A. Detrick,has occupation,cashier
Clara Almánzar,has gender,female
Clara Almánzar,has occupation,cashier
Clémence Roy,has gender,female
Clémence Roy,has occupation,cashier
Katharina Peters,has gender,female
Katharina Peters,has occupation,cashier
Anna Berggren,has gender,female
Anna Berggren,has occupation,cashier
Yukari Kondō,has gender,female
Yukari Kondō,has occupation,cashier
Hilda Malm,has gender,female
Hilda Malm,has occupation,cashier
Amir Ashkenazi,has gender,male
Amir Ashkenazi,has occupation,ceo
Peter Njonjo,has gender,male
Peter Njonjo,has occupation,ceo
Dukagjin Lipa,has gender,male
Dukagjin Lipa,has occupation,ceo
Emanuel Sharon,has gender,male
Emanuel Sharon,has occupation,ceo
Thomas Dohmke,has gender,male
Thomas Dohmke,has occupation,ceo
Pascal Isoard-Thomas,has gender,male
Pascal Isoard-Thomas,has occupation,ceo
Simon Segars,has gender,male
Simon Segars,has occupation,ceo
Ravit Barniv,has gender,female
Ravit Barniv,has occupation,ceo
Jeanette Aaen,has gender,female
Jeanette Aaen,has occupation,ceo
Birgitta Forsström,has gender,female
Birgitta Forsström,has occupation,ceo
Heike Wiehle-Timm,has gender,female
Heike Wiehle-Timm,has occupation,ceo
Wendy Holman,has gender,female
Wendy Holman,has occupation,ceo
Desirée Bollier,has gender,female
Desirée Bollier,has occupation,ceo
Chantal-Line Carpentier,has gender,female
Chantal-Line Carpentier,has occupation,ceo
Ronnie Woo Woo,has gender,male
Ronnie Woo Woo,has occupation,cleaner
Nilton Donizeti da Silva,has gender,male
Nilton Donizeti da Silva,has occupation,cleaner
Jürgen Herzing,has gender,male
Jürgen Herzing,has occupation,cleaner
Bert Brown,has gender,male
Bert Brown,has occupation,cleaner
Watty Borthwick,has gender,male
Watty Borthwick,has occupation,cleaner
Andy Burton,has gender,male
Andy Burton,has occupation,cleaner
Thomas Weber,has gender,male
Thomas Weber,has occupation,cleaner
Frieda Mager,has gender,female
Frieda Mager,has occupation,cleaner
Victoria Hughes,has gender,female
Victoria Hughes,has occupation,cleaner
Wanda Sarna,has gender,female
Wanda Sarna,has occupation,cleaner
Susanne Neumann,has gender,female
Susanne Neumann,has occupation,cleaner
Émilie Trélin,has gender,female
Émilie Trélin,has occupation,cleaner
Yevdokia Nos,has gender,female
Yevdokia Nos,has occupation,cleaner
Magdalena Miedziejewska,has gender,female
Magdalena Miedziejewska,has occupation,cleaner
Cheta Nwanze,has gender,male
Cheta Nwanze,has occupation,clerk
Cradock Newton,has gender,male
Cradock Newton,has occupation,clerk
Vittorio Bargioni,has gender,male
Vittorio Bargioni,has occupation,clerk
Takanori Sakata,has gender,male
Takanori Sakata,has occupation,clerk
Michael Joseph Schultes,has gender,male
Michael Joseph Schultes,has occupation,clerk
Yaakov Paskovitz,has gender,male
Yaakov Paskovitz,has occupation,clerk
Imre Csengery,has gender,male
Imre Csengery,has occupation,clerk
Pasha Leberfeld,has gender,female
Pasha Leberfeld,has occupation,clerk
Solimar Silva,has gender,female
Solimar Silva,has occupation,clerk
Maria Hosp,has gender,female
Maria Hosp,has occupation,clerk
Q133816775,has gender,female
Q133816775,has occupation,clerk
Dagmar Chidolue,has gender,female
Dagmar Chidolue,has occupation,clerk
Sabine Arndt,has gender,female
Sabine Arndt,has occupation,clerk
Janina Stankiewicz,has gender,female
Janina Stankiewicz,has occupation,clerk
Jaroslav Kovář starší,has gender,male
Jaroslav Kovář starší,has occupation,construction_worker
John Parry,has gender,male
John Parry,has occupation,construction_worker
Axel Schultz-Gora,has gender,male
Axel Schultz-Gora,has occupation,construction_worker
Bodo Küttler,has gender,male
Bodo Küttler,has occupation,construction_worker
Peter Robert Whitfield Sr.,has gender,male
Peter Robert Whitfield Sr.,has occupation,construction_worker
Hans Locher,has gender,male
Hans Locher,has occupation,construction_worker
Devanir Martins,has gender,male
Devanir Martins,has occupation,construction_worker
Ember,has gender,female
Ember,has occupation,construction_worker
Sunita Devi,has gender,female
Sunita Devi,has occupation,construction_worker
Kalavati Devi,has gender,female
Kalavati Devi,has occupation,construction_worker
Q21451773,has gender,female
Q21451773,has occupation,construction_worker
Delfina Gómez Álvarez,has gender,female
Delfina Gómez Álvarez,has occupation,construction_worker
Amy Wynn Pastor,has gender,female
Amy Wynn Pastor,has occupation,construction_worker
Q65198787,has gender,female
Q65198787,has occupation,construction_worker
Hans Stucki,has gender,male
Hans Stucki,has occupation,cook
Cándido López Sanz,has gender,male
Cándido López Sanz,has occupation,cook
Simone Rugiati,has gender,male
Simone Rugiati,has occupation,cook
Grzegorz Łapanowski,has gender,male
Grzegorz Łapanowski,has occupation,cook
Dennis Leary,has gender,male
Dennis Leary,has occupation,cook
Wilhelm Visintainer,has gender,male
Wilhelm Visintainer,has occupation,cook
Charles Tjessem,has gender,male
Charles Tjessem,has occupation,cook
Renée Voltaire,has gender,female
Renée Voltaire,has occupation,cook
Jenny Dorsey,has gender,female
Jenny Dorsey,has occupation,cook
Sara Begner,has gender,female
Sara Begner,has occupation,cook
Mercè Ferrer Bofill,has gender,female
Mercè Ferrer Bofill,has occupation,cook
Tamara Al Saadi,has gender,female
Tamara Al Saadi,has occupation,cook
Therese Kühner,has gender,female
Therese Kühner,has occupation,cook
Isabela Pauluzi,has gender,female
Isabela Pauluzi,has occupation,cook
Jindřich Halama,has gender,male
Jindřich Halama,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Jerome Brutsaert,has gender,male
Jerome Brutsaert,has occupation,counselor
Johan Joseph Faict,has gender,male
Johan Joseph Faict,has occupation,counselor
Carolus Van Volxem,has gender,male
Carolus Van Volxem,has occupation,counselor
Jozef Homans,has gender,male
Jozef Homans,has occupation,counselor
Jules Rayée,has gender,male
Jules Rayée,has occupation,counselor
Naina Athale,has gender,female
Naina Athale,has occupation,counselor
Susan Crozier,has gender,female
Susan Crozier,has occupation,counselor
Shelley Moore Capito,has gender,female
Shelley Moore Capito,has occupation,counselor
Wendy Kiang-Spray,has gender,female
Wendy Kiang-Spray,has occupation,counselor
Jayne Furlong,has gender,female
Jayne Furlong,has occupation,counselor
Alison Maynard Henry,has gender,female
Alison Maynard Henry,has occupation,counselor
Gorreti B. Bamwanga,has gender,female
Gorreti B. Bamwanga,has occupation,counselor
Xanti Schawinsky,has gender,male
Xanti Schawinsky,has occupation,designer
Carl Ernst Kropp,has gender,male
Carl Ernst Kropp,has occupation,designer
Phil Janze,has gender,male
Phil Janze,has occupation,designer
Robert Schwarz,has gender,male
Robert Schwarz,has occupation,designer
Hendricus Johannes Alexis Nieberg,has gender,male
Hendricus Johannes Alexis Nieberg,has occupation,designer
Ben Drury,has gender,male
Ben Drury,has occupation,designer
Svalte Stridbeck,has gender,male
Svalte Stridbeck,has occupation,designer
Anne Desmet,has gender,female
Anne Desmet,has occupation,designer
Maria Hofker-Rueter,has gender,female
Maria Hofker-Rueter,has occupation,designer
Ferol Sibley Warthen,has gender,female
Ferol Sibley Warthen,has occupation,designer
Patricia Domingues,has gender,female
Patricia Domingues,has occupation,designer
Marian Bantjes,has gender,female
Marian Bantjes,has occupation,designer
Cato Berlage,has gender,female
Cato Berlage,has occupation,designer
Margarete Pausinger,has gender,female
Margarete Pausinger,has occupation,designer
Zinhor Nasri,has gender,male
Zinhor Nasri,has occupation,developer
Pavel Mžourek,has gender,male
Pavel Mžourek,has occupation,developer
Dmitry Lozinsky,has gender,male
Dmitry Lozinsky,has occupation,developer
Shawn Bayern,has gender,male
Shawn Bayern,has occupation,developer
Peter Oliphant,has gender,male
Peter Oliphant,has occupation,developer
Xavier Leroy,has gender,male
Xavier Leroy,has occupation,developer
James Gross,has gender,male
James Gross,has occupation,developer
Arielle Gordon,has gender,female
Arielle Gordon,has occupation,developer
Brigit Lichtenegger,has gender,female
Brigit Lichtenegger,has occupation,developer
Line Arlien-Søborg,has gender,female
Line Arlien-Søborg,has occupation,developer
Diana Gutman,has gender,female
Diana Gutman,has occupation,developer
Q106764460,has gender,female
Q106764460,has occupation,developer
Ann Hardy,has gender,female
Ann Hardy,has occupation,developer
Q110646264,has gender,female
Q110646264,has occupation,developer
Sven Verbrugge,has gender,male
Sven Verbrugge,has occupation,driver
Thomas Bieberbach,has gender,male
Thomas Bieberbach,has occupation,driver
Q60987228,has gender,male
Q60987228,has occupation,driver
Richard Hofmann,has gender,male
Richard Hofmann,has occupation,driver
Edward John Morrison,has gender,male
Edward John Morrison,has occupation,driver
Takashi Toda,has gender,male
Takashi Toda,has occupation,driver
Sergey Agapov,has gender,male
Sergey Agapov,has occupation,driver
Louise Scherbyn,has gender,female
Louise Scherbyn,has occupation,driver
Q29108448,has gender,female
Q29108448,has occupation,driver
Viera Oborníková,has gender,female
Viera Oborníková,has occupation,driver
Luna Köckritz,has gender,female
Luna Köckritz,has occupation,driver
Vera Holme,has gender,female
Vera Holme,has occupation,driver
Q98239750,has gender,female
Q98239750,has occupation,driver
Lisa Akin,has gender,female
Lisa Akin,has occupation,driver
Per-Arne Bjerke,has gender,male
Per-Arne Bjerke,has occupation,editor
Odd Egil Valderhaug,has gender,male
Odd Egil Valderhaug,has occupation,editor
Honza Musil,has gender,male
Honza Musil,has occupation,editor
Hrant Devejyan,has gender,male
Hrant Devejyan,has occupation,editor
Charles Levin,has gender,male
Charles Levin,has occupation,editor
Jiří Cieslar,has gender,male
Jiří Cieslar,has occupation,editor
Alois Adam,has gender,male
Alois Adam,has occupation,editor
Maria Helena Schmidt,has gender,female
Maria Helena Schmidt,has occupation,editor
Anita Tešovičová,has gender,female
Anita Tešovičová,has occupation,editor
Kira Paramonova,has gender,female
Kira Paramonova,has occupation,editor
Svetlana Korshunova,has gender,female
Svetlana Korshunova,has occupation,editor
Michelle P. So,has gender,female
Michelle P. So,has occupation,editor
Irina Petrovskaya,has gender,female
Irina Petrovskaya,has occupation,editor
Anneli Rådestad,has gender,female
Anneli Rådestad,has occupation,editor
Elliot Lillico,has gender,male
Elliot Lillico,has occupation,farmer
Muhammed edh-Dhib,has gender,male
Muhammed edh-Dhib,has occupation,farmer
Jean-Baptiste Van Mons,has gender,male
Jean-Baptiste Van Mons,has occupation,farmer
Claude Martin Roblin,has gender,male
Claude Martin Roblin,has occupation,farmer
Sebastian Binz,has gender,male
Sebastian Binz,has occupation,farmer
David Armitage Bannerman,has gender,male
David Armitage Bannerman,has occupation,farmer
Jakob Geiger,has gender,male
Jakob Geiger,has occupation,farmer
Manda Klancir,has gender,female
Manda Klancir,has occupation,farmer
Jo Sanghi,has gender,female
Jo Sanghi,has occupation,farmer
Mana Takatsuka,has gender,female
Mana Takatsuka,has occupation,farmer
Hortense Gezelle,has gender,female
Hortense Gezelle,has occupation,farmer
Mai Ueno,has gender,female
Mai Ueno,has occupation,farmer
Anne Armstrong,has gender,female
Anne Armstrong,has occupation,farmer
Yūka Sugisawa,has gender,female
Yūka Sugisawa,has occupation,farmer
Josef Vacek,has gender,male
Josef Vacek,has occupation,hairdresser
Adam A. Schjølberg,has gender,male
Adam A. Schjølberg,has occupation,hairdresser
Ricard Simó i Bach,has gender,male
Ricard Simó i Bach,has occupation,hairdresser
Frank Padilha,has gender,male
Frank Padilha,has occupation,hairdresser
Jose Solano de Oliveira,has gender,male
Jose Solano de Oliveira,has occupation,hairdresser
Gustav Wuckic,has gender,male
Gustav Wuckic,has occupation,hairdresser
Brad Mondo,has gender,male
Brad Mondo,has occupation,hairdresser
Amira Pocher,has gender,female
Amira Pocher,has occupation,hairdresser
Katrin Wahlberg,has gender,female
Katrin Wahlberg,has occupation,hairdresser
Tirzah Strässle,has gender,female
Tirzah Strässle,has occupation,hairdresser
Isamaya Ffrench,has gender,female
Isamaya Ffrench,has occupation,hairdresser
Evelyn Book,has gender,female
Evelyn Book,has occupation,hairdresser
Romana Karlíková,has gender,female
Romana Karlíková,has occupation,hairdresser
Teruko Kobayashi,has gender,female
Teruko Kobayashi,has occupation,hairdresser
Marcelino Francisco de Souza,has gender,male
Marcelino Francisco de Souza,has occupation,housekeeper
Andrée Rocher,has gender,male
Andrée Rocher,has occupation,housekeeper
Arthur Newall,has gender,male
Arthur Newall,has occupation,housekeeper
Ernst Brouze,has gender,male
Ernst Brouze,has occupation,housekeeper
Gary Washington,has gender,male
Gary Washington,has occupation,housekeeper
Yves Le Seigle,has gender,male
Yves Le Seigle,has occupation,housekeeper
Felicia Dorothea Kate Dover,has gender,female
Felicia Dorothea Kate Dover,has occupation,housekeeper
Emma Bruch,has gender,female
Emma Bruch,has occupation,housekeeper
Clara Dijkstra,has gender,female
Clara Dijkstra,has occupation,housekeeper
Pieternella Kwikkers,has gender,female
Pieternella Kwikkers,has occupation,housekeeper
Elizabeth Rasmussen Sundberg,has gender,female
Elizabeth Rasmussen Sundberg,has occupation,housekeeper
Helene Demuth,has gender,female
Helene Demuth,has occupation,housekeeper
Robert Menge,has gender,male
Robert Menge,has occupation,janitor
Bert Brown,has gender,male
Bert Brown,has occupation,janitor
Giuseppe Garibaldi,has gender,male
Giuseppe Garibaldi,has occupation,janitor
Sven Gustaf Hellström,has gender,male
Sven Gustaf Hellström,has occupation,janitor
Louis Müller,has gender,male
Louis Müller,has occupation,janitor
Johannes Seifert,has gender,male
Johannes Seifert,has occupation,janitor
Hermann Schöpf,has gender,male
Hermann Schöpf,has occupation,janitor
Rosa Maria da Silva,has gender,female
Rosa Maria da Silva,has occupation,janitor
Magdalena Miedziejewska,has gender,female
Magdalena Miedziejewska,has occupation,janitor
Erzsébet Bősze,has gender,female
Erzsébet Bősze,has occupation,janitor
Marinalva Pereira da Silva,has gender,female
Marinalva Pereira da Silva,has occupation,janitor
Matea Bolívar,has gender,female
Matea Bolívar,has occupation,janitor
Lina Hirsch,has gender,female
Lina Hirsch,has occupation,janitor
Ilaria Cucchi,has gender,female
Ilaria Cucchi,has occupation,janitor
Daniel (Mansson) Ekman,has gender,male
Daniel (Mansson) Ekman,has occupation,laborer
Fritz Wilhelm Reisgies,has gender,male
Fritz Wilhelm Reisgies,has occupation,laborer
Lewin Dedeke,has gender,male
Lewin Dedeke,has occupation,laborer
Q120614595,has gender,male
Q120614595,has occupation,laborer
Thomas Germain,has gender,male
Thomas Germain,has occupation,laborer
Konstantin Krjukov,has gender,male
Konstantin Krjukov,has occupation,laborer
Antonio Arrabal,has gender,male
Antonio Arrabal,has occupation,laborer
Anette Mülbaier,has gender,female
Anette Mülbaier,has occupation,laborer
Liliana Battle,has gender,female
Liliana Battle,has occupation,laborer
Felicita Kalinšek,has gender,female
Felicita Kalinšek,has occupation,laborer
Choumicha Chafaï,has gender,female
Choumicha Chafaï,has occupation,laborer
Françoise Mabille,has gender,female
Françoise Mabille,has occupation,laborer
Marsia Taha,has gender,female
Marsia Taha,has occupation,laborer
Marta Cortegano,has gender,female
Marta Cortegano,has occupation,laborer
Eric Cantor,has gender,male
Eric Cantor,has occupation,lawyer
José Calvo Sotelo,has gender,male
José Calvo Sotelo,has occupation,lawyer
Andreas Stoch,has gender,male
Andreas Stoch,has occupation,lawyer
Juho Kusti Paasikivi,has gender,male
Juho Kusti Paasikivi,has occupation,lawyer
Michael M. Wood,has gender,male
Michael M. Wood,has occupation,lawyer
Kōjirō Nishimura,has gender,male
Kōjirō Nishimura,has occupation,lawyer
Gordon H. Smith,has gender,male
Gordon H. Smith,has occupation,lawyer
Isabelle Ameganvi,has gender,female
Isabelle Ameganvi,has occupation,lawyer
Patricia Guerrero,has gender,female
Patricia Guerrero,has occupation,lawyer
Meron Abdi,has gender,female
Meron Abdi,has occupation,lawyer
Ruth Bader Ginsburg,has gender,female
Ruth Bader Ginsburg,has occupation,lawyer
Mary Carmack-Altwies,has gender,female
Mary Carmack-Altwies,has occupation,lawyer
Setsuko Aoki,has gender,female
Setsuko Aoki,has occupation,lawyer
Q87245567,has gender,female
Q87245567,has occupation,lawyer
Ludwig Greve,has gender,male
Ludwig Greve,has occupation,librarian
Harald Strätz,has gender,male
Harald Strätz,has occupation,librarian
Hugo Blotius,has gender,male
Hugo Blotius,has occupation,librarian
Eugene Bouvy,has gender,male
Eugene Bouvy,has occupation,librarian
Friedrich Zoepfl,has gender,male
Friedrich Zoepfl,has occupation,librarian
Lubomír Emil Havlík,has gender,male
Lubomír Emil Havlík,has occupation,librarian
Rudolf of Fulda,has gender,male
Rudolf of Fulda,has occupation,librarian
Alice Lougee Hagemeyer,has gender,female
Alice Lougee Hagemeyer,has occupation,librarian
Dorthe Refslund Christensen,has gender,female
Dorthe Refslund Christensen,has occupation,librarian
Ludmilla Rass,has gender,female
Ludmilla Rass,has occupation,librarian
Wanda Pindlowa,has gender,female
Wanda Pindlowa,has occupation,librarian
Sara Myers,has gender,female
Sara Myers,has occupation,librarian
Majia Holmer Nadesan,has gender,female
Majia Holmer Nadesan,has occupation,librarian
Kathrin Friederike Müller,has gender,female
Kathrin Friederike Müller,has occupation,librarian
Pere Estelrich Massutí,has gender,male
Pere Estelrich Massutí,has occupation,manager
Pier Marco De Santi,has gender,male
Pier Marco De Santi,has occupation,manager
Lewis J. Rachmil,has gender,male
Lewis J. Rachmil,has occupation,manager
J. V. Ronimus,has gender,male
J. V. Ronimus,has occupation,manager
Vladimir Lifanov,has gender,male
Vladimir Lifanov,has occupation,manager
Karl Kauermann,has gender,male
Karl Kauermann,has occupation,manager
Kurt A. Vialet,has gender,male
Kurt A. Vialet,has occupation,manager
Bella French,has gender,female
Bella French,has occupation,manager
Livia Borgognoni,has gender,female
Livia Borgognoni,has occupation,manager
Marcelle Gagné,has gender,female
Marcelle Gagné,has occupation,manager
Nina Cosco,has gender,female
Nina Cosco,has occupation,manager
Claudia Maria da Silva,has gender,female
Claudia Maria da Silva,has occupation,manager
Beatrice Avolio,has gender,female
Beatrice Avolio,has occupation,manager
Marie-Hélène Gaudreau,has gender,female
Marie-Hélène Gaudreau,has occupation,manager
Gottfried Hörndli,has gender,male
Gottfried Hörndli,has occupation,mechanic
Edilson,has gender,male
Edilson,has occupation,mechanic
Tor Harald Lund,has gender,male
Tor Harald Lund,has occupation,mechanic
Henryk Cichowski,has gender,male
Henryk Cichowski,has occupation,mechanic
Joseph Clement,has gender,male
Joseph Clement,has occupation,mechanic
Alford Gardner,has gender,male
Alford Gardner,has occupation,mechanic
Akseli Leppänen,has gender,male
Akseli Leppänen,has occupation,mechanic
Evelyn May Cridlan,has gender,female
Evelyn May Cridlan,has occupation,mechanic
Marie-Christine Blais,has gender,female
Marie-Christine Blais,has occupation,mechanic
Maria Fugazza,has gender,female
Maria Fugazza,has occupation,mechanic
Susan Hall,has gender,female
Susan Hall,has occupation,mechanic
Jeanne Brault Laurin,has gender,female
Jeanne Brault Laurin,has occupation,mechanic
Katie Percy,has gender,female
Katie Percy,has occupation,mechanic
Miriam Silva,has gender,female
Miriam Silva,has occupation,mechanic
Thomas Campbell,has gender,male
Thomas Campbell,has occupation,mover
Little Karim,has gender,male
Little Karim,has occupation,mover
Zaro Aga,has gender,male
Zaro Aga,has occupation,mover
James Crowther,has gender,male
James Crowther,has occupation,mover
Anna S. Vaughn,has gender,female
Anna S. Vaughn,has occupation,mover
Mere Harpur,has gender,female
Mere Harpur,has occupation,mover
María Bellido Vallejos,has gender,female
María Bellido Vallejos,has occupation,mover
Maria Plozner Mentil,has gender,female
Maria Plozner Mentil,has occupation,mover
Amor Padilla Gatinao,has gender,male
Amor Padilla Gatinao,has occupation,nurse
Kevin McKenna,has gender,male
Kevin McKenna,has occupation,nurse
Claude Thill,has gender,male
Claude Thill,has occupation,nurse
Tom Omaña Luna Jr.,has gender,male
Tom Omaña Luna Jr.,has occupation,nurse
Q12145939,has gender,male
Q12145939,has occupation,nurse
Q131124980,has gender,male
Q131124980,has occupation,nurse
Marek Kulich,has gender,male
Marek Kulich,has occupation,nurse
Rabiah Panthupeng,has gender,female
Rabiah Panthupeng,has occupation,nurse
Caroline Burghardt,has gender,female
Caroline Burghardt,has occupation,nurse
Midori Kagawa,has gender,female
Midori Kagawa,has occupation,nurse
Maud McCarthy,has gender,female
Maud McCarthy,has occupation,nurse
Patricia A. Potter,has gender,female
Patricia A. Potter,has occupation,nurse
Lenka Bocková,has gender,female
Lenka Bocková,has occupation,nurse
Stefania Boccia,has gender,female
Stefania Boccia,has occupation,nurse
Edward Coleman,has gender,male
Edward Coleman,has occupation,physician
Julij Ivanovič Afanas'jev,has gender,male
Julij Ivanovič Afanas'jev,has occupation,physician
Erich Franz Eugen Bracht,has gender,male
Erich Franz Eugen Bracht,has occupation,physician
Klaus Schneewind,has gender,male
Klaus Schneewind,has occupation,physician
Abraham Buschke,has gender,male
Abraham Buschke,has occupation,physician
Július Gajdoš,has gender,male
Július Gajdoš,has occupation,physician
Fazal Inayat-Khan,has gender,male
Fazal Inayat-Khan,has occupation,physician
Kara K. Siegrist,has gender,female
Kara K. Siegrist,has occupation,physician
Jaroslava Vaněčková,has gender,female
Jaroslava Vaněčková,has occupation,physician
Mindy Min-Yu Hung,has gender,female
Mindy Min-Yu Hung,has occupation,physician
Julia Samuël,has gender,female
Julia Samuël,has occupation,physician
Antares Vázquez Alatorre,has gender,female
Antares Vázquez Alatorre,has occupation,physician
Dana Krejčířová,has gender,female
Dana Krejčířová,has occupation,physician
Michelle Aszterbaum,has gender,female
Michelle Aszterbaum,has occupation,physician
Rafly Rahamat,has gender,male
Rafly Rahamat,has occupation,receptionist
Marcio Rogerio Leite,has gender,male
Marcio Rogerio Leite,has occupation,receptionist
Rodrigo da Silva Jacinto,has gender,male
Rodrigo da Silva Jacinto,has occupation,receptionist
Q127377778,has gender,male
Q127377778,has occupation,receptionist
Protesilaos Stavrou,has gender,male
Protesilaos Stavrou,has occupation,receptionist
Genilson,has gender,male
Genilson,has occupation,receptionist
Q134964235,has gender,male
Q134964235,has occupation,receptionist
Neide Galvão do Amaral,has gender,female
Neide Galvão do Amaral,has occupation,receptionist
