subject,relation,object
Victor Faccioni,has occupation,accountant
Alan McLintock,has gender,male
Alan McLintock,has occupation,accountant
"Joel Barnett, Baron Barnett",has gender,male
"Joel Barnett, Baron Barnett",has occupation,accountant
William L. Trenholm,has gender,male
William L. Trenholm,has occupation,accountant
Henri Guénin,has gender,male
Henri Guénin,has occupation,accountant
Jean-Claude Fillion,has gender,male
Jean-Claude Fillion,has occupation,accountant
George D. Rosengarten,has gender,male
George D. Rosengarten,has occupation,accountant
Arthur Gutowitz,has gender,male
Arthur Gutowitz,has occupation,accountant
Hans Buwert,has gender,male
Hans Buwert,has occupation,accountant
Milton Carlos da Silva Lopes,has gender,male
Milton Carlos da Silva Lopes,has occupation,accountant
Guillermo Jesus Arenas Diaz,has gender,male
Guillermo Jesus Arenas Diaz,has occupation,accountant
Jordi Vàzquez i Mir,has gender,male
Jordi Vàzquez i Mir,has occupation,accountant
William Wolfe,has gender,male
William Wolfe,has occupation,accountant
Wojciech Marcinkiewicz,has gender,male
Wojciech Marcinkiewicz,has occupation,accountant
Alexander Robertson Murray,has gender,male
Alexander Robertson Murray,has occupation,accountant
Felix Mutati,has gender,male
Felix Mutati,has occupation,accountant
Albert Kyoso,has gender,male
Albert Kyoso,has occupation,accountant
Sarath Chandrasiri Mayadunne,has gender,male
Sarath Chandrasiri Mayadunne,has occupation,accountant
William McLintock,has gender,male
William McLintock,has occupation,accountant
"Stanley Fink, Baron Fink",has gender,male
"Stanley Fink, Baron Fink",has occupation,accountant
Siemen Vegter,has gender,male
Siemen Vegter,has occupation,accountant
Ramzi Khoury,has gender,male
Ramzi Khoury,has occupation,accountant
Derlis Rodríguez,has gender,male
Derlis Rodríguez,has occupation,accountant
Efrat Peled,has gender,female
Efrat Peled,has occupation,accountant
Rosario Violeta Grijalva Salazar,has gender,female
Rosario Violeta Grijalva Salazar,has occupation,accountant
Alicja Gębczyńska,has gender,female
Alicja Gębczyńska,has occupation,accountant
Ingrid Schubert,has gender,female
Ingrid Schubert,has occupation,accountant
Kamogelo Mowaneng,has gender,female
Kamogelo Mowaneng,has occupation,accountant
Helena Plosová,has gender,female
Helena Plosová,has occupation,accountant
Laurence Tiennot-Herment,has gender,female
Laurence Tiennot-Herment,has occupation,accountant
Marcelle Robineau,has gender,female
Marcelle Robineau,has occupation,accountant
Lori Roy,has gender,female
Lori Roy,has occupation,accountant
Monica Chakwera,has gender,female
Monica Chakwera,has occupation,accountant
Pia Janols,has gender,female
Pia Janols,has occupation,accountant
Flora Masami,has gender,female
Flora Masami,has occupation,accountant
Lauren B. Peters,has gender,female
Lauren B. Peters,has occupation,accountant
Jana Vojáčková,has gender,female
Jana Vojáčková,has occupation,accountant
Tove Grasten,has gender,female
Tove Grasten,has occupation,accountant
Pip McCrostie,has gender,female
Pip McCrostie,has occupation,accountant
Maria Rzepnikowska,has gender,female
Maria Rzepnikowska,has occupation,accountant
Ethel Mary Bage,has gender,female
Ethel Mary Bage,has occupation,accountant
Inuwa Yakubu Shalangwa,has gender,male
Inuwa Yakubu Shalangwa,has occupation,analyst
Mohammed Mansur Ibrahim,has gender,male
Mohammed Mansur Ibrahim,has occupation,analyst
Ibrahim Misbahu Bala,has gender,male
Ibrahim Misbahu Bala,has occupation,analyst
Sabiu Mohammed,has gender,male
Sabiu Mohammed,has occupation,analyst
Yahaya Andrew Haruna,has gender,male
Yahaya Andrew Haruna,has occupation,analyst
Shu'aibu Ikra Umar,has gender,male
Shu'aibu Ikra Umar,has occupation,analyst
Ana Ayuso Pozo,has gender,female
Ana Ayuso Pozo,has occupation,analyst
David Edwards,has gender,male
David Edwards,has occupation,assistant
John III of Henneberg-Schleusingen,has gender,male
John III of Henneberg-Schleusingen,has occupation,assistant
Aleksander Jaworowski,has gender,male
Aleksander Jaworowski,has occupation,assistant
Ladislav Husák,has gender,male
Ladislav Husák,has occupation,assistant
Jacques Maggiori,has gender,male
Jacques Maggiori,has occupation,assistant
Tomáš Klášterecký,has gender,male
Tomáš Klášterecký,has occupation,assistant
Gerard Vilardaga i Cunill,has gender,male
Gerard Vilardaga i Cunill,has occupation,assistant
David Edmondson,has gender,male
David Edmondson,has occupation,assistant
Kudi A Ayuba,has gender,male
Kudi A Ayuba,has occupation,assistant
Andrew McRae Davidson,has gender,male
Andrew McRae Davidson,has occupation,assistant
Abel Contreras,has gender,male
Abel Contreras,has occupation,assistant
Neithard Kuhrke,has gender,male
Neithard Kuhrke,has occupation,assistant
Jan Øyvind Helgesen,has gender,male
Jan Øyvind Helgesen,has occupation,assistant
Rainer Karl Litz,has gender,male
Rainer Karl Litz,has occupation,assistant
Maurits Gerard De Keyzer,has gender,male
Maurits Gerard De Keyzer,has occupation,assistant
Ludwig,has gender,male
Ludwig,has occupation,assistant
Nikolaus Fries,has gender,male
Nikolaus Fries,has occupation,assistant
Ernst Dertmann,has gender,male
Ernst Dertmann,has occupation,assistant
Filip Skoumal,has gender,male
Filip Skoumal,has occupation,assistant
Paul von Aldringen,has gender,male
Paul von Aldringen,has occupation,assistant
Kryštof Látal,has gender,male
Kryštof Látal,has occupation,assistant
Camille Blauwet,has gender,male
Camille Blauwet,has occupation,assistant
Antonio Donato Sciacovelli,has gender,male
Antonio Donato Sciacovelli,has occupation,assistant
Gordon Cressy,has gender,male
Gordon Cressy,has occupation,assistant
Michael Sheppard,has gender,male
Michael Sheppard,has occupation,assistant
Rafael Schmid,has gender,male
Rafael Schmid,has occupation,assistant
Robin Tonniau,has gender,male
Robin Tonniau,has occupation,assistant
Oscar Graubner,has gender,male
Oscar Graubner,has occupation,assistant
Debin Tian,has gender,male
Debin Tian,has occupation,assistant
Eberhard Arbeiter,has gender,male
Eberhard Arbeiter,has occupation,assistant
George L. Kelling,has gender,male
George L. Kelling,has occupation,assistant
Ian Cummins,has gender,male
Ian Cummins,has occupation,assistant
Joel E. Bernard,has gender,male
Joel E. Bernard,has occupation,assistant
Ronald Lutz,has gender,male
Ronald Lutz,has occupation,assistant
Alexandre Stephan,has gender,male
Alexandre Stephan,has occupation,assistant
Jürgen Brehme,has gender,male
Jürgen Brehme,has occupation,assistant
Dirk Jan Vakkers,has gender,male
Dirk Jan Vakkers,has occupation,assistant
Filip Gerec,has gender,male
Filip Gerec,has occupation,assistant
Börje Nilsson,has gender,male
Börje Nilsson,has occupation,assistant
Zuzana Rebcová,has gender,female
Zuzana Rebcová,has occupation,assistant
Maria Cristina Leal de Carvalho Viegas,has gender,female
Maria Cristina Leal de Carvalho Viegas,has occupation,assistant
Adar Abdulkadir,has gender,female
Adar Abdulkadir,has occupation,assistant
Jeanie Walker,has gender,female
Jeanie Walker,has occupation,assistant
Cecilia Gallik Kennedy,has gender,female
Cecilia Gallik Kennedy,has occupation,assistant
Louisa Irwin,has gender,female
Louisa Irwin,has occupation,assistant
Harriett Eliza MacKinlay,has gender,female
Harriett Eliza MacKinlay,has occupation,assistant
Zdeňka Chytilová,has gender,female
Zdeňka Chytilová,has occupation,assistant
Cristiane Denise Modolo Siqueira,has gender,female
Cristiane Denise Modolo Siqueira,has occupation,assistant
Paulette Ackermann,has gender,female
Paulette Ackermann,has occupation,assistant
Mary McKay Scott,has gender,female
Mary McKay Scott,has occupation,assistant
Adéla Dostálová,has gender,female
Adéla Dostálová,has occupation,assistant
Lucie Cejpek Blaštíková,has gender,female
Lucie Cejpek Blaštíková,has occupation,assistant
Dawn Black,has gender,female
Dawn Black,has occupation,assistant
Hansi Pollack,has gender,female
Hansi Pollack,has occupation,assistant
Maria Palester,has gender,female
Maria Palester,has occupation,assistant
Tirana Hassan,has gender,female
Tirana Hassan,has occupation,assistant
Q131599152,has gender,female
Q131599152,has occupation,assistant
Marie-France Lalonde,has gender,female
Marie-France Lalonde,has occupation,assistant
Lucia Kramárová,has gender,female
Lucia Kramárová,has occupation,assistant
Radha Bahin Bhatt,has gender,female
Radha Bahin Bhatt,has occupation,assistant
Zehra Ali Yavar Jung,has gender,female
Zehra Ali Yavar Jung,has occupation,assistant
Jana Hanzlíková,has gender,female
Jana Hanzlíková,has occupation,assistant
Anna Hlavatá-Pokorná,has gender,female
Anna Hlavatá-Pokorná,has occupation,assistant
Danielle dos Santos Silva,has gender,female
Danielle dos Santos Silva,has occupation,assistant
Lena Asplund,has gender,female
Lena Asplund,has occupation,assistant
Ellen C. Babbitt,has gender,female
Ellen C. Babbitt,has occupation,assistant
Sue Fryer Ward,has gender,female
Sue Fryer Ward,has occupation,assistant
Rita Egger,has gender,female
Rita Egger,has occupation,assistant
Grace Mary Parbery,has gender,female
Grace Mary Parbery,has occupation,assistant
Annie Lobert,has gender,female
Annie Lobert,has occupation,assistant
Hedwig von Bismarck,has gender,female
Hedwig von Bismarck,has occupation,assistant
Marie Gérin-Lajoie,has gender,female
Marie Gérin-Lajoie,has occupation,assistant
Mamie Claflin,has gender,female
Mamie Claflin,has occupation,assistant
Dayana Lau,has gender,female
Dayana Lau,has occupation,assistant
Iveta Jokešová,has gender,female
Iveta Jokešová,has occupation,assistant
Margaret Skaliotis,has gender,female
Margaret Skaliotis,has occupation,assistant
M. E. Duguid,has gender,female
M. E. Duguid,has occupation,assistant
Sarah Katherine Taylor,has gender,female
Sarah Katherine Taylor,has occupation,assistant
Nicky Verhage,has gender,female
Nicky Verhage,has occupation,assistant
Vivette Samuel,has gender,female
Vivette Samuel,has occupation,assistant
Stefanie Hug,has gender,female
Stefanie Hug,has occupation,assistant
Edith Houghton Hooker,has gender,female
Edith Houghton Hooker,has occupation,assistant
Marianne Pennekamp,has gender,female
Marianne Pennekamp,has occupation,assistant
Brigitte Crodel,has gender,female
Brigitte Crodel,has occupation,assistant
Ursula Grille,has gender,female
Ursula Grille,has occupation,assistant
Jana Barvíková,has gender,female
Jana Barvíková,has occupation,assistant
Herdis Møllehave,has gender,female
Herdis Møllehave,has occupation,assistant
Robina Addis,has gender,female
Robina Addis,has occupation,assistant
Geetanjali Mishra,has gender,female
Geetanjali Mishra,has occupation,assistant
Evelyn Einstein,has gender,female
Evelyn Einstein,has occupation,assistant
Angelika-Benedicta Hirsch,has gender,female
Angelika-Benedicta Hirsch,has occupation,assistant
Bertha Freiin von Stumm,has gender,female
Bertha Freiin von Stumm,has occupation,assistant
Lulu A. Ramsey,has gender,female
Lulu A. Ramsey,has occupation,assistant
Helena Večerková,has gender,female
Helena Večerková,has occupation,assistant
Jane Gemmill,has gender,female
Jane Gemmill,has occupation,assistant
Kateřina Dombková,has gender,female
Kateřina Dombková,has occupation,assistant
Michaela Stehlíková,has gender,female
Michaela Stehlíková,has occupation,assistant
Carolina Píparo,has gender,female
Carolina Píparo,has occupation,assistant
Sofi Lindstedt,has gender,female
Sofi Lindstedt,has occupation,assistant
Anna von Lucam,has gender,female
Anna von Lucam,has occupation,assistant
Adrian Vaughan,has gender,male
Adrian Vaughan,has occupation,attendant
Bobby Calder,has gender,male
Bobby Calder,has occupation,attendant
Sidnei Teixeira Barbosa,has gender,male
Sidnei Teixeira Barbosa,has occupation,attendant
George Pryer,has gender,male
George Pryer,has occupation,attendant
Harry Britten,has gender,male
Harry Britten,has occupation,attendant
Francisco Paiva Das Neves,has gender,male
Francisco Paiva Das Neves,has occupation,attendant
Herbert G. Herring,has gender,male
Herbert G. Herring,has occupation,attendant
Gajraj Mishra,has gender,male
Gajraj Mishra,has occupation,attendant
Claudinei Fiaz,has gender,male
Claudinei Fiaz,has occupation,attendant
Miroslav Miky Marusjak,has gender,male
Miroslav Miky Marusjak,has occupation,attendant
Klaus Abshagen,has gender,male
Klaus Abshagen,has occupation,attendant
Paulo Eduardo Andrade Ortiz,has gender,male
Paulo Eduardo Andrade Ortiz,has occupation,attendant
Grégoire Henner,has gender,male
Grégoire Henner,has occupation,attendant
Aecio Darli de Jesus Leite,has gender,male
Aecio Darli de Jesus Leite,has occupation,attendant
Charles Sargeant,has gender,male
Charles Sargeant,has occupation,attendant
Luis Carlos Fernandes da Cruz,has gender,male
Luis Carlos Fernandes da Cruz,has occupation,attendant
Antonie Formanová,has gender,female
Antonie Formanová,has occupation,attendant
Monica Coghlan,has gender,female
Monica Coghlan,has occupation,attendant
Andreas Staribacher,has gender,male
Andreas Staribacher,has occupation,auditor
Werner Conrad,has gender,male
Werner Conrad,has occupation,auditor
Bjarke Vodder Nielsen,has gender,male
Bjarke Vodder Nielsen,has occupation,auditor
Carsten Ernst,has gender,male
Carsten Ernst,has occupation,auditor
Filip Tammelin,has gender,male
Filip Tammelin,has occupation,auditor
Ulrich Zürn,has gender,male
Ulrich Zürn,has occupation,auditor
Michel Côté,has gender,male
Michel Côté,has occupation,auditor
Ola Gustav Nordgaard,has gender,male
Ola Gustav Nordgaard,has occupation,auditor
Jacques Singer,has gender,male
Jacques Singer,has occupation,auditor
Randy Weeks,has gender,male
Randy Weeks,has occupation,auditor
Roman Pekala,has gender,male
Roman Pekala,has occupation,auditor
James Van Leuven Mensah,has gender,male
James Van Leuven Mensah,has occupation,auditor
Ján Lalka,has gender,male
Ján Lalka,has occupation,auditor
Alexander Hemmelrath,has gender,male
Alexander Hemmelrath,has occupation,auditor
Kai C. Andrejewski,has gender,male
Kai C. Andrejewski,has occupation,auditor
Karl Eicke,has gender,male
Karl Eicke,has occupation,auditor
Q135278328,has gender,male
Q135278328,has occupation,auditor
Renivaldo Alves do Nascimento,has gender,male
Renivaldo Alves do Nascimento,has occupation,auditor
Jan-Baptist De Feyter,has gender,male
Jan-Baptist De Feyter,has occupation,auditor
Q111738925,has gender,male
Q111738925,has occupation,auditor
Claude Bez,has gender,male
Claude Bez,has occupation,auditor
Q120610386,has gender,male
Q120610386,has occupation,auditor
Joseph Vergnet,has gender,male
Joseph Vergnet,has occupation,auditor
K.A.J. Bierlaagh,has gender,male
K.A.J. Bierlaagh,has occupation,auditor
Lourenço Vicente,has gender,male
Lourenço Vicente,has occupation,auditor
Ramón Montes Barreto,has gender,male
Ramón Montes Barreto,has occupation,auditor
Diego Sanavio,has gender,male
Diego Sanavio,has occupation,auditor
Andrinof Chaniago,has gender,male
Andrinof Chaniago,has occupation,auditor
Hans-Joachim Priester,has gender,male
Hans-Joachim Priester,has occupation,auditor
Antonio Turci,has gender,male
Antonio Turci,has occupation,auditor
Tokuji Takeuchi,has gender,male
Tokuji Takeuchi,has occupation,auditor
Erland Steenberg,has gender,male
Erland Steenberg,has occupation,auditor
Rüdiger Loitz,has gender,male
Rüdiger Loitz,has occupation,auditor
Odd Arild Grefstad,has gender,male
Odd Arild Grefstad,has occupation,auditor
R. James Breiding,has gender,male
R. James Breiding,has occupation,auditor
István Tóth,has gender,male
István Tóth,has occupation,auditor
Göran Tidström,has gender,male
Göran Tidström,has occupation,auditor
Gundakar de Liechtenstein,has gender,male
Gundakar de Liechtenstein,has occupation,auditor
István Pálos,has gender,male
István Pálos,has occupation,auditor
Thomas Clarke Devlin,has gender,male
Thomas Clarke Devlin,has occupation,auditor
Seth Svensson,has gender,male
Seth Svensson,has occupation,auditor
Humberto Martínez de León,has gender,male
Humberto Martínez de León,has occupation,auditor
František Binar,has gender,male
František Binar,has occupation,auditor
Horst Lenz,has gender,male
Horst Lenz,has occupation,auditor
Q135180928,has gender,male
Q135180928,has occupation,auditor
Q134974296,has gender,male
Q134974296,has occupation,auditor
Bernt Aksel Larsen,has gender,male
Bernt Aksel Larsen,has occupation,auditor
Anthony Webster,has gender,male
Anthony Webster,has occupation,auditor
Patrikij Simonovič Politkovskij,has gender,male
Patrikij Simonovič Politkovskij,has occupation,auditor
Gösta Finngård,has gender,male
Gösta Finngård,has occupation,auditor
Miroslav Brabec,has gender,male
Miroslav Brabec,has occupation,auditor
Valdir Moysés Simão,has gender,male
Valdir Moysés Simão,has occupation,auditor
Pierre Goguet,has gender,male
Pierre Goguet,has occupation,auditor
Odvar Nordli,has gender,male
Odvar Nordli,has occupation,auditor
Geoff Balme,has gender,male
Geoff Balme,has occupation,auditor
Arno Probst,has gender,male
Arno Probst,has occupation,auditor
Károly Erdélyi,has gender,male
Károly Erdélyi,has occupation,auditor
Bohumil Foit,has gender,male
Bohumil Foit,has occupation,auditor
Max Bolle,has gender,male
Max Bolle,has occupation,auditor
Rudolf Boelter,has gender,male
Rudolf Boelter,has occupation,auditor
Jorge Antônio Deher Rachid,has gender,male
Jorge Antônio Deher Rachid,has occupation,auditor
Lars Svensson,has gender,male
Lars Svensson,has occupation,auditor
Robert P. Maier,has gender,male
Robert P. Maier,has occupation,auditor
Stan Cho,has gender,male
Stan Cho,has occupation,auditor
Ködmön Károly,has gender,male
Ködmön Károly,has occupation,auditor
Q107412729,has gender,male
Q107412729,has occupation,auditor
Fritz Millner,has gender,male
Fritz Millner,has occupation,auditor
Peter Aubel,has gender,male
Peter Aubel,has occupation,auditor
José Marcio de Medeiros Maia,has gender,male
José Marcio de Medeiros Maia,has occupation,auditor
Wense Grabarek,has gender,male
Wense Grabarek,has occupation,auditor
Pauli Ellefsen,has gender,male
Pauli Ellefsen,has occupation,auditor
Ole Kirk,has gender,male
Ole Kirk,has occupation,auditor
Charles Kitchell Gardner,has gender,male
Charles Kitchell Gardner,has occupation,auditor
Norman MacMillan Hinshelwood,has gender,male
Norman MacMillan Hinshelwood,has occupation,auditor
Tony Murphy,has gender,male
Tony Murphy,has occupation,auditor
Stephane Christophe Bride,has gender,male
Stephane Christophe Bride,has occupation,auditor
Ahmad Erani Yustika,has gender,male
Ahmad Erani Yustika,has occupation,auditor
Grant Taylor,has gender,male
Grant Taylor,has occupation,auditor
Khurram Ellahi,has gender,male
Khurram Ellahi,has occupation,auditor
Richard Karoli,has gender,male
Richard Karoli,has occupation,auditor
Gerhard Nienaber,has gender,male
Gerhard Nienaber,has occupation,auditor
Q120612033,has gender,male
Q120612033,has occupation,auditor
Josephine Maltby,has gender,female
Josephine Maltby,has occupation,auditor
Joy Phumaphi,has gender,female
Joy Phumaphi,has occupation,auditor
Bergljot Brennvik,has gender,female
Bergljot Brennvik,has occupation,auditor
Melanie Krause,has gender,female
Melanie Krause,has occupation,auditor
Eva Kolstad,has gender,female
Eva Kolstad,has occupation,auditor
Marie Chantal Zaninka,has gender,female
Marie Chantal Zaninka,has occupation,auditor
Rebecca Mtekateka,has gender,female
Rebecca Mtekateka,has occupation,auditor
Emily Lansell,has gender,female
Emily Lansell,has occupation,auditor
Linoy Reich,has gender,female
Linoy Reich,has occupation,auditor
Ellen Tohvri,has gender,female
Ellen Tohvri,has occupation,auditor
Lee Hudman,has gender,female
Lee Hudman,has occupation,auditor
Lilia Chanysheva,has gender,female
Lilia Chanysheva,has occupation,auditor
Sue Gill,has gender,female
Sue Gill,has occupation,auditor
Yoo Jung-hyun,has gender,female
Yoo Jung-hyun,has occupation,auditor
Ana Frohmiller,has gender,female
Ana Frohmiller,has occupation,auditor
Elke König,has gender,female
Elke König,has occupation,auditor
Millycent Mashele,has gender,female
Millycent Mashele,has occupation,auditor
Martin Coupaye,has gender,male
Martin Coupaye,has occupation,baker
Llorenç Birba i Cordomí,has gender,male
Llorenç Birba i Cordomí,has occupation,baker
Viateur Éthier,has gender,male
Viateur Éthier,has occupation,baker
Rahul Mandal,has gender,male
Rahul Mandal,has occupation,baker
Frank Klosterman,has gender,male
Frank Klosterman,has occupation,baker
Friedrich Hubert Esser,has gender,male
Friedrich Hubert Esser,has occupation,baker
Rasmus Hansen,has gender,male
Rasmus Hansen,has occupation,baker
Hans-Artur Bauckhage,has gender,male
Hans-Artur Bauckhage,has occupation,baker
Friedrich Wilhelm Eikmeier,has gender,male
Friedrich Wilhelm Eikmeier,has occupation,baker
Jean-Pierre Crouzet,has gender,male
Jean-Pierre Crouzet,has occupation,baker
Jan Noworolski,has gender,male
Jan Noworolski,has occupation,baker
Alphonse-Edgar Guillemette,has gender,male
Alphonse-Edgar Guillemette,has occupation,baker
Bruno Feldeisen,has gender,male
Bruno Feldeisen,has occupation,baker
Claude Hodel,has gender,male
Claude Hodel,has occupation,baker
Ferdinand Heinrich Paur,has gender,male
Ferdinand Heinrich Paur,has occupation,baker
Pierre Lacam,has gender,male
Pierre Lacam,has occupation,baker
Heinrich Goltermann,has gender,male
Heinrich Goltermann,has occupation,baker
Colin Pitchfork,has gender,male
Colin Pitchfork,has occupation,baker
Remigio Venturoli,has gender,male
Remigio Venturoli,has occupation,baker
Johannes Steinbeis,has gender,male
Johannes Steinbeis,has occupation,baker
Katsuhiko Kawata,has gender,male
Katsuhiko Kawata,has occupation,baker
Mehmet Erol,has gender,male
Mehmet Erol,has occupation,baker
Fishel Proshonovski,has gender,male
Fishel Proshonovski,has occupation,baker
Martin Philip,has gender,male
Martin Philip,has occupation,baker
Pedro Mardones Paredes,has gender,male
Pedro Mardones Paredes,has occupation,baker
Johann Schnittker,has gender,male
Johann Schnittker,has occupation,baker
Piet Miedema,has gender,male
Piet Miedema,has occupation,baker
Fritz Scholtis,has gender,male
Fritz Scholtis,has occupation,baker
Albert Sardain,has gender,male
Albert Sardain,has occupation,baker
Petrus Oud,has gender,male
Petrus Oud,has occupation,baker
John Harrison,has gender,male
John Harrison,has occupation,baker
Heinrich Plate,has gender,male
Heinrich Plate,has occupation,baker
Alfred Krüger,has gender,male
Alfred Krüger,has occupation,baker
Michele Berino,has gender,male
Michele Berino,has occupation,baker
Damián Betular,has gender,male
Damián Betular,has occupation,baker
Carl Grafström,has gender,male
Carl Grafström,has occupation,baker
Zwangere Guy,has gender,male
Zwangere Guy,has occupation,baker
Anton Jänschke,has gender,male
Anton Jänschke,has occupation,baker
Tetsuji Miyashita,has gender,male
Tetsuji Miyashita,has occupation,baker
Markus Podzimek,has gender,male
Markus Podzimek,has occupation,baker
Johann Heinrich Tischbein,has gender,male
Johann Heinrich Tischbein,has occupation,baker
Eric Harvey,has gender,male
Eric Harvey,has occupation,baker
Hirohito Hayashi,has gender,male
Hirohito Hayashi,has occupation,baker
Karl Frötschner,has gender,male
Karl Frötschner,has occupation,baker
Štěpán Potomák,has gender,male
Štěpán Potomák,has occupation,baker
Johann Urbahns,has gender,male
Johann Urbahns,has occupation,baker
Krijn Buitendijk,has gender,male
Krijn Buitendijk,has occupation,baker
Johan Sörberg,has gender,male
Johan Sörberg,has occupation,baker
Miki Shemo,has gender,male
Miki Shemo,has occupation,baker
Akifumi Muranaka,has gender,male
Akifumi Muranaka,has occupation,baker
Josef Geiger,has gender,male
Josef Geiger,has occupation,baker
Paul Fürst,has gender,male
Paul Fürst,has occupation,baker
Adolf Tovote,has gender,male
Adolf Tovote,has occupation,baker
Khaim Fogler,has gender,male
Khaim Fogler,has occupation,baker
Edward Gee,has gender,male
Edward Gee,has occupation,baker
Anton Edgren,has gender,male
Anton Edgren,has occupation,baker
Karl August Joseph Hauswald,has gender,male
Karl August Joseph Hauswald,has occupation,baker
Erwin Englert,has gender,male
Erwin Englert,has occupation,baker
Lionel Poilâne,has gender,male
Lionel Poilâne,has occupation,baker
Joao Teixeira Junior,has gender,male
Joao Teixeira Junior,has occupation,baker
Eddie Eidsvåg,has gender,male
Eddie Eidsvåg,has occupation,baker
Charles Lahr,has gender,male
Charles Lahr,has occupation,baker
Johann Zauner,has gender,male
Johann Zauner,has occupation,baker
Jakob Soval,has gender,male
Jakob Soval,has occupation,baker
Hubertus van de Velde,has gender,male
Hubertus van de Velde,has occupation,baker
Emilio López Arango,has gender,male
Emilio López Arango,has occupation,baker
Hidde de Brabander,has gender,male
Hidde de Brabander,has occupation,baker
Antoni Tiałowski,has gender,male
Antoni Tiałowski,has occupation,baker
Johann Robby,has gender,male
Johann Robby,has occupation,baker
Nicolas Stohrer,has gender,male
Nicolas Stohrer,has occupation,baker
Karl Heinrich Hoff,has gender,male
