subject,relation,object
Solimar Silva,has occupation,clerk
Maria Hosp,has gender,female
Maria Hosp,has occupation,clerk
Jaroslav Kovář starší,has gender,male
Jaroslav Kovář starší,has occupation,construction_worker
John Parry,has gender,male
John Parry,has occupation,construction_worker
Axel Schultz-Gora,has gender,male
Axel Schultz-Gora,has occupation,construction_worker
Ember,has gender,female
Ember,has occupation,construction_worker
Sunita Devi,has gender,female
Sunita Devi,has occupation,construction_worker
Kalavati Devi,has gender,female
Kalavati Devi,has occupation,construction_worker
Hans Stucki,has gender,male
Hans Stucki,has occupation,cook
Cándido López Sanz,has gender,male
Cándido López Sanz,has occupation,cook
Simone Rugiati,has gender,male
Simone Rugiati,has occupation,cook
Renée Voltaire,has gender,female
Renée Voltaire,has occupation,cook
Jenny Dorsey,has gender,female
Jenny Dorsey,has occupation,cook
Sara Begner,has gender,female
Sara Begner,has occupation,cook
Jindřich Halama,has gender,male
Jindřich Halama,has occupation,counselor
Germain Dusausoy,has gender,male
Germain Dusausoy,has occupation,counselor
Jerome Brutsaert,has gender,male
Jerome Brutsaert,has occupation,counselor
Naina Athale,has gender,female
Naina Athale,has occupation,counselor
Susan Crozier,has gender,female
Susan Crozier,has occupation,counselor
Shelley Moore Capito,has gender,female
Shelley Moore Capito,has occupation,counselor
Xanti Schawinsky,has gender,male
Xanti Schawinsky,has occupation,designer
Carl Ernst Kropp,has gender,male
Carl Ernst Kropp,has occupation,designer
Phil Janze,has gender,male
Phil Janze,has occupation,designer
Anne Desmet,has gender,female
Anne Desmet,has occupation,designer
Maria Hofker-Rueter,has gender,female
Maria Hofker-Rueter,has occupation,designer
Ferol Sibley Warthen,has gender,female
Ferol Sibley Warthen,has occupation,designer
Zinhor Nasri,has gender,male
Zinhor Nasri,has occupation,developer
Pavel Mžourek,has gender,male
Pavel Mžourek,has occupation,developer
Dmitry Lozinsky,has gender,male
Dmitry Lozinsky,has occupation,developer
Arielle Gordon,has gender,female
Arielle Gordon,has occupation,developer
Brigit Lichtenegger,has gender,female
Brigit Lichtenegger,has occupation,developer
Line Arlien-Søborg,has gender,female
Line Arlien-Søborg,has occupation,developer
Sven Verbrugge,has gender,male
Sven Verbrugge,has occupation,driver
Thomas Bieberbach,has gender,male
Thomas Bieberbach,has occupation,driver
Q60987228,has gender,male
Q60987228,has occupation,driver
Louise Scherbyn,has gender,female
Louise Scherbyn,has occupation,driver
Q29108448,has gender,female
Q29108448,has occupation,driver
Viera Oborníková,has gender,female
Viera Oborníková,has occupation,driver
Per-Arne Bjerke,has gender,male
Per-Arne Bjerke,has occupation,editor
Odd Egil Valderhaug,has gender,male
Odd Egil Valderhaug,has occupation,editor
Honza Musil,has gender,male
Honza Musil,has occupation,editor
Maria Helena Schmidt,has gender,female
Maria Helena Schmidt,has occupation,editor
Anita Tešovičová,has gender,female
Anita Tešovičová,has occupation,editor
Kira Paramonova,has gender,female
Kira Paramonova,has occupation,editor
Elliot Lillico,has gender,male
Elliot Lillico,has occupation,farmer
Muhammed edh-Dhib,has gender,male
Muhammed edh-Dhib,has occupation,farmer
Jean-Baptiste Van Mons,has gender,male
Jean-Baptiste Van Mons,has occupation,farmer
Manda Klancir,has gender,female
Manda Klancir,has occupation,farmer
Jo Sanghi,has gender,female
Jo Sanghi,has occupation,farmer
Mana Takatsuka,has gender,female
Mana Takatsuka,has occupation,farmer
Josef Vacek,has gender,male
Josef Vacek,has occupation,hairdresser
Adam A. Schjølberg,has gender,male
Adam A. Schjølberg,has occupation,hairdresser
Ricard Simó i Bach,has gender,male
Ricard Simó i Bach,has occupation,hairdresser
Amira Pocher,has gender,female
Amira Pocher,has occupation,hairdresser
Katrin Wahlberg,has gender,female
Katrin Wahlberg,has occupation,hairdresser
Tirzah Strässle,has gender,female
Tirzah Strässle,has occupation,hairdresser
Marcelino Francisco de Souza,has gender,male
Marcelino Francisco de Souza,has occupation,housekeeper
Andrée Rocher,has gender,male
Andrée Rocher,has occupation,housekeeper
Arthur Newall,has gender,male
Arthur Newall,has occupation,housekeeper
Felicia Dorothea Kate Dover,has gender,female
Felicia Dorothea Kate Dover,has occupation,housekeeper
Emma Bruch,has gender,female
Emma Bruch,has occupation,housekeeper
Clara Dijkstra,has gender,female
Clara Dijkstra,has occupation,housekeeper
Robert Menge,has gender,male
Robert Menge,has occupation,janitor
Bert Brown,has gender,male
Bert Brown,has occupation,janitor
Giuseppe Garibaldi,has gender,male
Giuseppe Garibaldi,has occupation,janitor
Rosa Maria da Silva,has gender,female
Rosa Maria da Silva,has occupation,janitor
Magdalena Miedziejewska,has gender,female
Magdalena Miedziejewska,has occupation,janitor
Erzsébet Bősze,has gender,female
Erzsébet Bősze,has occupation,janitor
Daniel (Mansson) Ekman,has gender,male
Daniel (Mansson) Ekman,has occupation,laborer
Fritz Wilhelm Reisgies,has gender,male
Fritz Wilhelm Reisgies,has occupation,laborer
Lewin Dedeke,has gender,male
Lewin Dedeke,has occupation,laborer
Anette Mülbaier,has gender,female
Anette Mülbaier,has occupation,laborer
Liliana Battle,has gender,female
Liliana Battle,has occupation,laborer
Felicita Kalinšek,has gender,female
Felicita Kalinšek,has occupation,laborer
Eric Cantor,has gender,male
Eric Cantor,has occupation,lawyer
José Calvo Sotelo,has gender,male
José Calvo Sotelo,has occupation,lawyer
Andreas Stoch,has gender,male
Andreas Stoch,has occupation,lawyer
Isabelle Ameganvi,has gender,female
Isabelle Ameganvi,has occupation,lawyer
Patricia Guerrero,has gender,female
Patricia Guerrero,has occupation,lawyer
Meron Abdi,has gender,female
Meron Abdi,has occupation,lawyer
Ludwig Greve,has gender,male
Ludwig Greve,has occupation,librarian
Harald Strätz,has gender,male
Harald Strätz,has occupation,librarian
Hugo Blotius,has gender,male
Hugo Blotius,has occupation,librarian
Alice Lougee Hagemeyer,has gender,female
Alice Lougee Hagemeyer,has occupation,librarian
Dorthe Refslund Christensen,has gender,female
Dorthe Refslund Christensen,has occupation,librarian
Ludmilla Rass,has gender,female
Ludmilla Rass,has occupation,librarian
Pere Estelrich Massutí,has gender,male
Pere Estelrich Massutí,has occupation,manager
Pier Marco De Santi,has gender,male
Pier Marco De Santi,has occupation,manager
Lewis J. Rachmil,has gender,male
Lewis J. Rachmil,has occupation,manager
Bella French,has gender,female
Bella French,has occupation,manager
Livia Borgognoni,has gender,female
Livia Borgognoni,has occupation,manager
Marcelle Gagné,has gender,female
Marcelle Gagné,has occupation,manager
Gottfried Hörndli,has gender,male
Gottfried Hörndli,has occupation,mechanic
Edilson,has gender,male
Edilson,has occupation,mechanic
Tor Harald Lund,has gender,male
Tor Harald Lund,has occupation,mechanic
Evelyn May Cridlan,has gender,female
Evelyn May Cridlan,has occupation,mechanic
Marie-Christine Blais,has gender,female
Marie-Christine Blais,has occupation,mechanic
Maria Fugazza,has gender,female
Maria Fugazza,has occupation,mechanic
Thomas Campbell,has gender,male
Thomas Campbell,has occupation,mover
Little Karim,has gender,male
Little Karim,has occupation,mover
Zaro Aga,has gender,male
Zaro Aga,has occupation,mover
Anna S. Vaughn,has gender,female
Anna S. Vaughn,has occupation,mover
Mere Harpur,has gender,female
Mere Harpur,has occupation,mover
María Bellido Vallejos,has gender,female
María Bellido Vallejos,has occupation,mover
Amor Padilla Gatinao,has gender,male
Amor Padilla Gatinao,has occupation,nurse
Kevin McKenna,has gender,male
Kevin McKenna,has occupation,nurse
Claude Thill,has gender,male
Claude Thill,has occupation,nurse
Rabiah Panthupeng,has gender,female
Rabiah Panthupeng,has occupation,nurse
Caroline Burghardt,has gender,female
Caroline Burghardt,has occupation,nurse
Midori Kagawa,has gender,female
Midori Kagawa,has occupation,nurse
Edward Coleman,has gender,male
Edward Coleman,has occupation,physician
Julij Ivanovič Afanas'jev,has gender,male
Julij Ivanovič Afanas'jev,has occupation,physician
Erich Franz Eugen Bracht,has gender,male
Erich Franz Eugen Bracht,has occupation,physician
Kara K. Siegrist,has gender,female
Kara K. Siegrist,has occupation,physician
Jaroslava Vaněčková,has gender,female
Jaroslava Vaněčková,has occupation,physician
Mindy Min-Yu Hung,has gender,female
Mindy Min-Yu Hung,has occupation,physician
Rafly Rahamat,has gender,male
Rafly Rahamat,has occupation,receptionist
Marcio Rogerio Leite,has gender,male
Marcio Rogerio Leite,has occupation,receptionist
Rodrigo da Silva Jacinto,has gender,male
Rodrigo da Silva Jacinto,has occupation,receptionist
Neide Galvão do Amaral,has gender,female
Neide Galvão do Amaral,has occupation,receptionist
Amanda Forde,has gender,female
Amanda Forde,has occupation,receptionist
Jana Schindlerová,has gender,female
Jana Schindlerová,has occupation,receptionist
Jean-Jacques Clément,has gender,male
Jean-Jacques Clément,has occupation,salesperson
Georges Jacquot,has gender,male
Georges Jacquot,has occupation,salesperson
Carl Fredrik Akrell,has gender,male
Carl Fredrik Akrell,has occupation,salesperson
Roser Agell i Cisa,has gender,female
Roser Agell i Cisa,has occupation,salesperson
Juncal Ballestín,has gender,female
Juncal Ballestín,has occupation,salesperson
Eliška Škvařilová,has gender,female
Eliška Škvařilová,has occupation,salesperson
Paul Letsch,has gender,male
Paul Letsch,has occupation,secretary
James Lister,has gender,male
James Lister,has occupation,secretary
Hirofumi Matsui,has gender,male
Hirofumi Matsui,has occupation,secretary
Ilse Birkholz,has gender,female
Ilse Birkholz,has occupation,secretary
Fidela Zalakain Salaberria,has gender,female
Fidela Zalakain Salaberria,has occupation,secretary
Karin Derpa,has gender,female
Karin Derpa,has occupation,secretary
William George Scott-Moncreiff,has gender,male
William George Scott-Moncreiff,has occupation,sheriff
Henry P. Larrabee,has gender,male
Henry P. Larrabee,has occupation,sheriff
Aaron Burr Rollins,has gender,male
Aaron Burr Rollins,has occupation,sheriff
"Edna ""Dolly"" Kyle",has gender,female
"Edna ""Dolly"" Kyle",has occupation,sheriff
Constance Kopp,has gender,female
Constance Kopp,has occupation,sheriff
Evelyn Anthony,has gender,female
Evelyn Anthony,has occupation,sheriff
Anders Hilden,has gender,male
Anders Hilden,has occupation,supervisor
Heinrich Schramm,has gender,male
Heinrich Schramm,has occupation,supervisor
Joplin Sibtain,has gender,male
Joplin Sibtain,has occupation,supervisor
Ting Sue,has gender,female
Ting Sue,has occupation,supervisor
Zina Papadopoulou,has gender,female
Zina Papadopoulou,has occupation,supervisor
Eleanor L. Skinner,has gender,female
Eleanor L. Skinner,has occupation,supervisor
Romeo Gigli,has gender,male
Romeo Gigli,has occupation,tailor
Jan Willem Vlastuin,has gender,male
Jan Willem Vlastuin,has occupation,tailor
Sheikh Noor Muhammad,has gender,male
Sheikh Noor Muhammad,has occupation,tailor
Nina Reichmann,has gender,female
Nina Reichmann,has occupation,tailor
Helga I. Stefánsdóttir,has gender,female
Helga I. Stefánsdóttir,has occupation,tailor
Sylvie Gautrelet,has gender,female
Sylvie Gautrelet,has occupation,tailor
Jacques Berthelot,has gender,male
Jacques Berthelot,has occupation,teacher
Bhagavān Dāsa Gosvāmī,has gender,male
Bhagavān Dāsa Gosvāmī,has occupation,teacher
Per Otnes,has gender,male
Per Otnes,has occupation,teacher
Merike Kaste,has gender,female
Merike Kaste,has occupation,teacher
Diane Averill,has gender,female
Diane Averill,has occupation,teacher
Gloria Dorval,has gender,female
Gloria Dorval,has occupation,teacher
George Mikes,has gender,male
George Mikes,has occupation,writer
Jean-Joseph Boillot,has gender,male
Jean-Joseph Boillot,has occupation,writer
Konrad Krez,has gender,male
Konrad Krez,has occupation,writer
Mechtilde,has gender,female
Mechtilde,has occupation,writer
"Elizabeth Charlotte of the Palatinate, Duchess of Orléans",has gender,female
"Elizabeth Charlotte of the Palatinate, Duchess of Orléans",has occupation,writer
Maude Petre,has gender,female
Maude Petre,has occupation,writer
