subject,relation,object
Victor Faccioni,has occupation,accountant
Alan McLintock,has gender,male
Alan McLintock,has occupation,accountant
"Joel Barnett, Baron Barnett",has gender,male
"Joel Barnett, Baron Barnett",has occupation,accountant
William L. Trenholm,has gender,male
William L. Trenholm,has occupation,accountant
Henri Guénin,has gender,male
Henri Guénin,has occupation,accountant
Jean-Claude Fillion,has gender,male
Jean-Claude Fillion,has occupation,accountant
George D. Rosengarten,has gender,male
George D. Rosengarten,has occupation,accountant
Arthur Gutowitz,has gender,male
Arthur Gutowitz,has occupation,accountant
Hans Buwert,has gender,male
Hans Buwert,has occupation,accountant
Milton Carlos da Silva Lopes,has gender,male
Milton Carlos da Silva Lopes,has occupation,accountant
Guillermo Jesus Arenas Diaz,has gender,male
Guillermo Jesus Arenas Diaz,has occupation,accountant
Jordi Vàzquez i Mir,has gender,male
Jordi Vàzquez i Mir,has occupation,accountant
William Wolfe,has gender,male
William Wolfe,has occupation,accountant
Wojciech Marcinkiewicz,has gender,male
Wojciech Marcinkiewicz,has occupation,accountant
Alexander Robertson Murray,has gender,male
Alexander Robertson Murray,has occupation,accountant
Felix Mutati,has gender,male
Felix Mutati,has occupation,accountant
Albert Kyoso,has gender,male
Albert Kyoso,has occupation,accountant
Sarath Chandrasiri Mayadunne,has gender,male
Sarath Chandrasiri Mayadunne,has occupation,accountant
William McLintock,has gender,male
William McLintock,has occupation,accountant
"Stanley Fink, Baron Fink",has gender,male
"Stanley Fink, Baron Fink",has occupation,accountant
Siemen Vegter,has gender,male
Siemen Vegter,has occupation,accountant
Ramzi Khoury,has gender,male
Ramzi Khoury,has occupation,accountant
Derlis Rodríguez,has gender,male
Derlis Rodríguez,has occupation,accountant
Q5960264,has gender,male
Q5960264,has occupation,accountant
Thomas Patrick Norton II,has gender,male
Thomas Patrick Norton II,has occupation,accountant
Anderson Doniphan Johnston,has gender,male
Anderson Doniphan Johnston,has occupation,accountant
Mårten Leijonsköld,has gender,male
Mårten Leijonsköld,has occupation,accountant
Charlie McCreevy,has gender,male
Charlie McCreevy,has occupation,accountant
Jūji Komai,has gender,male
Jūji Komai,has occupation,accountant
Ercole Walter Ferme,has gender,male
Ercole Walter Ferme,has occupation,accountant
Clinton Free,has gender,male
Clinton Free,has occupation,accountant
Q9319077,has gender,male
Q9319077,has occupation,accountant
Pavel Radovan Viglaský,has gender,male
Pavel Radovan Viglaský,has occupation,accountant
Edmund Ward Poor,has gender,male
Edmund Ward Poor,has occupation,accountant
Francisco Pillado,has gender,male
Francisco Pillado,has occupation,accountant
Richard James Barnes,has gender,male
Richard James Barnes,has occupation,accountant
Alexandre Mostrel,has gender,male
Alexandre Mostrel,has occupation,accountant
Aboubacar Sidiki Cissé,has gender,male
Aboubacar Sidiki Cissé,has occupation,accountant
Stuart Young,has gender,male
Stuart Young,has occupation,accountant
Fan Jian,has gender,male
Fan Jian,has occupation,accountant
Takuya Nakazato,has gender,male
Takuya Nakazato,has occupation,accountant
Laurent Hamel,has gender,male
Laurent Hamel,has occupation,accountant
Aurelio Gurrea Martínez,has gender,male
Aurelio Gurrea Martínez,has occupation,accountant
Max Bolle,has gender,male
Max Bolle,has occupation,accountant
Antonio Geraldo de Souza Henriques Filho,has gender,male
Antonio Geraldo de Souza Henriques Filho,has occupation,accountant
H. Thomas Johnson,has gender,male
H. Thomas Johnson,has occupation,accountant
Olao Gaggioli,has gender,male
Olao Gaggioli,has occupation,accountant
Q131701734,has gender,male
Q131701734,has occupation,accountant
Michael Coffie Boampong,has gender,male
Michael Coffie Boampong,has occupation,accountant
Junichirō Maeda,has gender,male
Junichirō Maeda,has occupation,accountant
Vaughan Collett Cooper,has gender,male
Vaughan Collett Cooper,has occupation,accountant
Tibor Mattyasovszky Zsolnay,has gender,male
Tibor Mattyasovszky Zsolnay,has occupation,accountant
Gedeon Frâncu,has gender,male
Gedeon Frâncu,has occupation,accountant
Halvor Rivrud,has gender,male
Halvor Rivrud,has occupation,accountant
Marcos Paulo de Oliveira,has gender,male
Marcos Paulo de Oliveira,has occupation,accountant
Albert Marius Jacobsen,has gender,male
Albert Marius Jacobsen,has occupation,accountant
Karl W. Abt,has gender,male
Karl W. Abt,has occupation,accountant
Q111738925,has gender,male
Q111738925,has occupation,accountant
M. W. G. Kop,has gender,male
M. W. G. Kop,has occupation,accountant
David Blanes,has gender,male
David Blanes,has occupation,accountant
Hieu Van Le,has gender,male
Hieu Van Le,has occupation,accountant
John Tinniswood,has gender,male
John Tinniswood,has occupation,accountant
Juan Alberto Quilici,has gender,male
Juan Alberto Quilici,has occupation,accountant
Q134885624,has gender,male
Q134885624,has occupation,accountant
Gerrit Bloemink,has gender,male
Gerrit Bloemink,has occupation,accountant
Joao Neves,has gender,male
Joao Neves,has occupation,accountant
Luis Casadesus,has gender,male
Luis Casadesus,has occupation,accountant
Hermann Schwarz,has gender,male
Hermann Schwarz,has occupation,accountant
Sten Nackstad,has gender,male
Sten Nackstad,has occupation,accountant
Erling Bonnesen,has gender,male
Erling Bonnesen,has occupation,accountant
Gerald Dooher,has gender,male
Gerald Dooher,has occupation,accountant
Franz Joseph Theodor Franzky,has gender,male
Franz Joseph Theodor Franzky,has occupation,accountant
Jean-Charles Fortuné Henry,has gender,male
Jean-Charles Fortuné Henry,has occupation,accountant
Alfred Beneke,has gender,male
Alfred Beneke,has occupation,accountant
Karl Eggers,has gender,male
Karl Eggers,has occupation,accountant
Yukito Ishiwari,has gender,male
Yukito Ishiwari,has occupation,accountant
Edward Pearce,has gender,male
Edward Pearce,has occupation,accountant
Sidney Felsen,has gender,male
Sidney Felsen,has occupation,accountant
John Ward,has gender,male
John Ward,has occupation,accountant
Steve Moriyama,has gender,male
Steve Moriyama,has occupation,accountant
Gerard Lodewijk Schlimmer,has gender,male
Gerard Lodewijk Schlimmer,has occupation,accountant
Alexander Katan,has gender,male
Alexander Katan,has occupation,accountant
Elmar Asmus,has gender,male
Elmar Asmus,has occupation,accountant
Yaacov Baniel,has gender,male
Yaacov Baniel,has occupation,accountant
José Eduardo Osuna Lugo,has gender,male
José Eduardo Osuna Lugo,has occupation,accountant
Q50378830,has gender,male
Q50378830,has occupation,accountant
Hendrik Leendert Heijkoop,has gender,male
Hendrik Leendert Heijkoop,has occupation,accountant
Hugh Thomas Burnett,has gender,male
Hugh Thomas Burnett,has occupation,accountant
Steve Bundred,has gender,male
Steve Bundred,has occupation,accountant
Andrés Caradonti,has gender,male
Andrés Caradonti,has occupation,accountant
Ugo Clavenzani,has gender,male
Ugo Clavenzani,has occupation,accountant
Maurilio Moraes,has gender,male
Maurilio Moraes,has occupation,accountant
Edvan Roriz,has gender,male
Edvan Roriz,has occupation,accountant
Bernard J. Reis,has gender,male
Bernard J. Reis,has occupation,accountant
Kurt Schlotthauer,has gender,male
Kurt Schlotthauer,has occupation,accountant
Eustache Kotingan,has gender,male
Eustache Kotingan,has occupation,accountant
Robert E. Casey,has gender,male
Robert E. Casey,has occupation,accountant
Cecil Parkinson,has gender,male
Cecil Parkinson,has occupation,accountant
Vlada Barzin,has gender,male
Vlada Barzin,has occupation,accountant
Arthur Valabh,has gender,male
Arthur Valabh,has occupation,accountant
Felix Kobinger,has gender,male
Felix Kobinger,has occupation,accountant
Q124357070,has gender,male
Q124357070,has occupation,accountant
Christoffer Depken,has gender,male
Christoffer Depken,has occupation,accountant
Ryan Lanza,has gender,male
Ryan Lanza,has occupation,accountant
Ricardo dos Santos Figueira,has gender,male
Ricardo dos Santos Figueira,has occupation,accountant
Efrat Peled,has gender,female
Efrat Peled,has occupation,accountant
Rosario Violeta Grijalva Salazar,has gender,female
Rosario Violeta Grijalva Salazar,has occupation,accountant
Alicja Gębczyńska,has gender,female
Alicja Gębczyńska,has occupation,accountant
Ingrid Schubert,has gender,female
Ingrid Schubert,has occupation,accountant
Kamogelo Mowaneng,has gender,female
Kamogelo Mowaneng,has occupation,accountant
Helena Plosová,has gender,female
Helena Plosová,has occupation,accountant
Laurence Tiennot-Herment,has gender,female
Laurence Tiennot-Herment,has occupation,accountant
Marcelle Robineau,has gender,female
Marcelle Robineau,has occupation,accountant
Lori Roy,has gender,female
Lori Roy,has occupation,accountant
Monica Chakwera,has gender,female
Monica Chakwera,has occupation,accountant
Pia Janols,has gender,female
Pia Janols,has occupation,accountant
Flora Masami,has gender,female
Flora Masami,has occupation,accountant
Lauren B. Peters,has gender,female
Lauren B. Peters,has occupation,accountant
Jana Vojáčková,has gender,female
Jana Vojáčková,has occupation,accountant
Tove Grasten,has gender,female
Tove Grasten,has occupation,accountant
Pip McCrostie,has gender,female
Pip McCrostie,has occupation,accountant
Maria Rzepnikowska,has gender,female
Maria Rzepnikowska,has occupation,accountant
Ethel Mary Bage,has gender,female
Ethel Mary Bage,has occupation,accountant
Dianne Hiles,has gender,female
Dianne Hiles,has occupation,accountant
Marina Muravyova-Gazmanova,has gender,female
Marina Muravyova-Gazmanova,has occupation,accountant
Karin Olesen,has gender,female
Karin Olesen,has occupation,accountant
Sonia Heckel,has gender,female
Sonia Heckel,has occupation,accountant
Delia Yolanda Mamani Huanca,has gender,female
Delia Yolanda Mamani Huanca,has occupation,accountant
Muriel Roques-Étienne,has gender,female
Muriel Roques-Étienne,has occupation,accountant
Geraldine Ssali Busuulwa,has gender,female
Geraldine Ssali Busuulwa,has occupation,accountant
Ana Cristina Mena Rivas,has gender,female
Ana Cristina Mena Rivas,has occupation,accountant
Sola Adesakin,has gender,female
Sola Adesakin,has occupation,accountant
Estefanía Meléndez,has gender,female
Estefanía Meléndez,has occupation,accountant
Janina Wencel,has gender,female
Janina Wencel,has occupation,accountant
Mary Kathleen Kelly,has gender,female
Mary Kathleen Kelly,has occupation,accountant
Amy Thomson,has gender,female
Amy Thomson,has occupation,accountant
Ruth Grimwood,has gender,female
Ruth Grimwood,has occupation,accountant
Isabelle Delyon,has gender,female
Isabelle Delyon,has occupation,accountant
Elizabeth Arévalo,has gender,female
Elizabeth Arévalo,has occupation,accountant
Jane MacAdam,has gender,female
Jane MacAdam,has occupation,accountant
Rachel Osborne,has gender,female
Rachel Osborne,has occupation,accountant
Inuwa Yakubu Shalangwa,has gender,male
Inuwa Yakubu Shalangwa,has occupation,analyst
Mohammed Mansur Ibrahim,has gender,male
Mohammed Mansur Ibrahim,has occupation,analyst
Ibrahim Misbahu Bala,has gender,male
Ibrahim Misbahu Bala,has occupation,analyst
Sabiu Mohammed,has gender,male
Sabiu Mohammed,has occupation,analyst
Yahaya Andrew Haruna,has gender,male
Yahaya Andrew Haruna,has occupation,analyst
Shu'aibu Ikra Umar,has gender,male
Shu'aibu Ikra Umar,has occupation,analyst
Ana Ayuso Pozo,has gender,female
Ana Ayuso Pozo,has occupation,analyst
David Edwards,has gender,male
David Edwards,has occupation,assistant
John III of Henneberg-Schleusingen,has gender,male
John III of Henneberg-Schleusingen,has occupation,assistant
Aleksander Jaworowski,has gender,male
Aleksander Jaworowski,has occupation,assistant
Ladislav Husák,has gender,male
Ladislav Husák,has occupation,assistant
Jacques Maggiori,has gender,male
Jacques Maggiori,has occupation,assistant
Tomáš Klášterecký,has gender,male
Tomáš Klášterecký,has occupation,assistant
Gerard Vilardaga i Cunill,has gender,male
Gerard Vilardaga i Cunill,has occupation,assistant
David Edmondson,has gender,male
David Edmondson,has occupation,assistant
Kudi A Ayuba,has gender,male
Kudi A Ayuba,has occupation,assistant
Andrew McRae Davidson,has gender,male
Andrew McRae Davidson,has occupation,assistant
Abel Contreras,has gender,male
Abel Contreras,has occupation,assistant
Neithard Kuhrke,has gender,male
Neithard Kuhrke,has occupation,assistant
Jan Øyvind Helgesen,has gender,male
Jan Øyvind Helgesen,has occupation,assistant
Rainer Karl Litz,has gender,male
Rainer Karl Litz,has occupation,assistant
Maurits Gerard De Keyzer,has gender,male
Maurits Gerard De Keyzer,has occupation,assistant
Ludwig,has gender,male
Ludwig,has occupation,assistant
Nikolaus Fries,has gender,male
Nikolaus Fries,has occupation,assistant
Ernst Dertmann,has gender,male
Ernst Dertmann,has occupation,assistant
Filip Skoumal,has gender,male
Filip Skoumal,has occupation,assistant
Paul von Aldringen,has gender,male
Paul von Aldringen,has occupation,assistant
Kryštof Látal,has gender,male
Kryštof Látal,has occupation,assistant
Camille Blauwet,has gender,male
Camille Blauwet,has occupation,assistant
Antonio Donato Sciacovelli,has gender,male
Antonio Donato Sciacovelli,has occupation,assistant
Gordon Cressy,has gender,male
Gordon Cressy,has occupation,assistant
Michael Sheppard,has gender,male
Michael Sheppard,has occupation,assistant
Rafael Schmid,has gender,male
Rafael Schmid,has occupation,assistant
Robin Tonniau,has gender,male
Robin Tonniau,has occupation,assistant
Oscar Graubner,has gender,male
Oscar Graubner,has occupation,assistant
Debin Tian,has gender,male
Debin Tian,has occupation,assistant
Eberhard Arbeiter,has gender,male
Eberhard Arbeiter,has occupation,assistant
George L. Kelling,has gender,male
George L. Kelling,has occupation,assistant
Ian Cummins,has gender,male
Ian Cummins,has occupation,assistant
Joel E. Bernard,has gender,male
Joel E. Bernard,has occupation,assistant
Ronald Lutz,has gender,male
Ronald Lutz,has occupation,assistant
Alexandre Stephan,has gender,male
Alexandre Stephan,has occupation,assistant
Jürgen Brehme,has gender,male
Jürgen Brehme,has occupation,assistant
Dirk Jan Vakkers,has gender,male
Dirk Jan Vakkers,has occupation,assistant
Filip Gerec,has gender,male
Filip Gerec,has occupation,assistant
Börje Nilsson,has gender,male
Börje Nilsson,has occupation,assistant
Anton Heppeler,has gender,male
Anton Heppeler,has occupation,assistant
Detlef Luthe,has gender,male
Detlef Luthe,has occupation,assistant
Jean-Marie Ecoiffier,has gender,male
Jean-Marie Ecoiffier,has occupation,assistant
Arnaud de Broca,has gender,male
Arnaud de Broca,has occupation,assistant
Valdemars Briedis,has gender,male
Valdemars Briedis,has occupation,assistant
Marinus P. Verpoorte,has gender,male
Marinus P. Verpoorte,has occupation,assistant
Bart van Kent,has gender,male
Bart van Kent,has occupation,assistant
Iyare Godfrey Innocent,has gender,male
Iyare Godfrey Innocent,has occupation,assistant
Robert C. DiGiulio,has gender,male
Robert C. DiGiulio,has occupation,assistant
Matthias Belke-Zeng,has gender,male
Matthias Belke-Zeng,has occupation,assistant
Ronald G. Lewis,has gender,male
Ronald G. Lewis,has occupation,assistant
Gerhard Regel,has gender,male
Gerhard Regel,has occupation,assistant
Chris Farrelly,has gender,male
Chris Farrelly,has occupation,assistant
Andreas Polutta,has gender,male
Andreas Polutta,has occupation,assistant
Henry Thomas Hancock,has gender,male
Henry Thomas Hancock,has occupation,assistant
Harekala Hajabba,has gender,male
Harekala Hajabba,has occupation,assistant
Prafulla Samantara,has gender,male
Prafulla Samantara,has occupation,assistant
Q125579931,has gender,male
Q125579931,has occupation,assistant
Michael Feil,has gender,male
Michael Feil,has occupation,assistant
Arno Combe,has gender,male
Arno Combe,has occupation,assistant
Jens Jekewitz,has gender,male
Jens Jekewitz,has occupation,assistant
Mark Lusk,has gender,male
Mark Lusk,has occupation,assistant
Jack Calhoun,has gender,male
Jack Calhoun,has occupation,assistant
Haji Munna,has gender,male
Haji Munna,has occupation,assistant
Stephen Budd,has gender,male
Stephen Budd,has occupation,assistant
Ed Carlos Silva Nascimento,has gender,male
Ed Carlos Silva Nascimento,has occupation,assistant
Marcus Hußmann,has gender,male
Marcus Hußmann,has occupation,assistant
José Palacios,has gender,male
José Palacios,has occupation,assistant
Olof Östling,has gender,male
Olof Östling,has occupation,assistant
Ademir Laurentino dos Santos Estevão,has gender,male
Ademir Laurentino dos Santos Estevão,has occupation,assistant
G. Muniratnam,has gender,male
G. Muniratnam,has occupation,assistant
Thomas Geisen,has gender,male
Thomas Geisen,has occupation,assistant
Frank Alford,has gender,male
Frank Alford,has occupation,assistant
Dietmar Böhm,has gender,male
Dietmar Böhm,has occupation,assistant
Edwin Courtland Dinwiddie,has gender,male
Edwin Courtland Dinwiddie,has occupation,assistant
Carlos Stetter,has gender,male
Carlos Stetter,has occupation,assistant
Hans-Jürgen Seemann,has gender,male
Hans-Jürgen Seemann,has occupation,assistant
Peter Chai,has gender,male
Peter Chai,has occupation,assistant
Bibhuti Bhushan Sarkar,has gender,male
Bibhuti Bhushan Sarkar,has occupation,assistant
Zuzana Rebcová,has gender,female
Zuzana Rebcová,has occupation,assistant
Maria Cristina Leal de Carvalho Viegas,has gender,female
Maria Cristina Leal de Carvalho Viegas,has occupation,assistant
Adar Abdulkadir,has gender,female
Adar Abdulkadir,has occupation,assistant
Jeanie Walker,has gender,female
Jeanie Walker,has occupation,assistant
Cecilia Gallik Kennedy,has gender,female
Cecilia Gallik Kennedy,has occupation,assistant
Louisa Irwin,has gender,female
Louisa Irwin,has occupation,assistant
Harriett Eliza MacKinlay,has gender,female
Harriett Eliza MacKinlay,has occupation,assistant
Zdeňka Chytilová,has gender,female
Zdeňka Chytilová,has occupation,assistant
Cristiane Denise Modolo Siqueira,has gender,female
Cristiane Denise Modolo Siqueira,has occupation,assistant
Paulette Ackermann,has gender,female
Paulette Ackermann,has occupation,assistant
Mary McKay Scott,has gender,female
Mary McKay Scott,has occupation,assistant
Adéla Dostálová,has gender,female
Adéla Dostálová,has occupation,assistant
Lucie Cejpek Blaštíková,has gender,female
Lucie Cejpek Blaštíková,has occupation,assistant
Dawn Black,has gender,female
Dawn Black,has occupation,assistant
Hansi Pollack,has gender,female
Hansi Pollack,has occupation,assistant
Maria Palester,has gender,female
Maria Palester,has occupation,assistant
Tirana Hassan,has gender,female
Tirana Hassan,has occupation,assistant
Q131599152,has gender,female
Q131599152,has occupation,assistant
Marie-France Lalonde,has gender,female
Marie-France Lalonde,has occupation,assistant
Lucia Kramárová,has gender,female
Lucia Kramárová,has occupation,assistant
Radha Bahin Bhatt,has gender,female
Radha Bahin Bhatt,has occupation,assistant
Zehra Ali Yavar Jung,has gender,female
Zehra Ali Yavar Jung,has occupation,assistant
Jana Hanzlíková,has gender,female
Jana Hanzlíková,has occupation,assistant
Anna Hlavatá-Pokorná,has gender,female
Anna Hlavatá-Pokorná,has occupation,assistant
Danielle dos Santos Silva,has gender,female
Danielle dos Santos Silva,has occupation,assistant
Lena Asplund,has gender,female
Lena Asplund,has occupation,assistant
Ellen C. Babbitt,has gender,female
Ellen C. Babbitt,has occupation,assistant
Sue Fryer Ward,has gender,female
Sue Fryer Ward,has occupation,assistant
Rita Egger,has gender,female
Rita Egger,has occupation,assistant
Grace Mary Parbery,has gender,female
Grace Mary Parbery,has occupation,assistant
Annie Lobert,has gender,female
Annie Lobert,has occupation,assistant
Hedwig von Bismarck,has gender,female
Hedwig von Bismarck,has occupation,assistant
Marie Gérin-Lajoie,has gender,female
Marie Gérin-Lajoie,has occupation,assistant
Mamie Claflin,has gender,female
Mamie Claflin,has occupation,assistant
Dayana Lau,has gender,female
Dayana Lau,has occupation,assistant
Iveta Jokešová,has gender,female
Iveta Jokešová,has occupation,assistant
Margaret Skaliotis,has gender,female
Margaret Skaliotis,has occupation,assistant
M. E. Duguid,has gender,female
M. E. Duguid,has occupation,assistant
Sarah Katherine Taylor,has gender,female
Sarah Katherine Taylor,has occupation,assistant
Nicky Verhage,has gender,female
Nicky Verhage,has occupation,assistant
Vivette Samuel,has gender,female
Vivette Samuel,has occupation,assistant
Stefanie Hug,has gender,female
Stefanie Hug,has occupation,assistant
Edith Houghton Hooker,has gender,female
Edith Houghton Hooker,has occupation,assistant
Marianne Pennekamp,has gender,female
Marianne Pennekamp,has occupation,assistant
Brigitte Crodel,has gender,female
Brigitte Crodel,has occupation,assistant
Ursula Grille,has gender,female
Ursula Grille,has occupation,assistant
Jana Barvíková,has gender,female
Jana Barvíková,has occupation,assistant
Herdis Møllehave,has gender,female
Herdis Møllehave,has occupation,assistant
Robina Addis,has gender,female
Robina Addis,has occupation,assistant
Geetanjali Mishra,has gender,female
Geetanjali Mishra,has occupation,assistant
Evelyn Einstein,has gender,female
Evelyn Einstein,has occupation,assistant
Angelika-Benedicta Hirsch,has gender,female
Angelika-Benedicta Hirsch,has occupation,assistant
Bertha Freiin von Stumm,has gender,female
Bertha Freiin von Stumm,has occupation,assistant
Lulu A. Ramsey,has gender,female
Lulu A. Ramsey,has occupation,assistant
Helena Večerková,has gender,female
Helena Večerková,has occupation,assistant
Jane Gemmill,has gender,female
Jane Gemmill,has occupation,assistant
Kateřina Dombková,has gender,female
Kateřina Dombková,has occupation,assistant
Michaela Stehlíková,has gender,female
Michaela Stehlíková,has occupation,assistant
Carolina Píparo,has gender,female
Carolina Píparo,has occupation,assistant
Sofi Lindstedt,has gender,female
Sofi Lindstedt,has occupation,assistant
Anna von Lucam,has gender,female
Anna von Lucam,has occupation,assistant
Else Marie Mortensen,has gender,female
Else Marie Mortensen,has occupation,assistant
Mary Antoinette Cannon,has gender,female
Mary Antoinette Cannon,has occupation,assistant
Tereza Klenorová,has gender,female
Tereza Klenorová,has occupation,assistant
Chrystelle Beurrier,has gender,female
Chrystelle Beurrier,has occupation,assistant
Mary Helen Peck Crane,has gender,female
Mary Helen Peck Crane,has occupation,assistant
Rosalia Falco,has gender,female
Rosalia Falco,has occupation,assistant
Helen Leland Witmer,has gender,female
Helen Leland Witmer,has occupation,assistant
Susan Glassburn,has gender,female
Susan Glassburn,has occupation,assistant
Mother Mary Alphonsa,has gender,female
Mother Mary Alphonsa,has occupation,assistant
Katharine Felton,has gender,female
Katharine Felton,has occupation,assistant
Breda Božnik,has gender,female
Breda Božnik,has occupation,assistant
Jitka Dresslerová,has gender,female
Jitka Dresslerová,has occupation,assistant
Elmira J. Dickinson,has gender,female
Elmira J. Dickinson,has occupation,assistant
Amy Gorman,has gender,female
Amy Gorman,has occupation,assistant
Melanie Sachs,has gender,female
Melanie Sachs,has occupation,assistant
Tania Pariona,has gender,female
Tania Pariona,has occupation,assistant
Lucie Julia,has gender,female
Lucie Julia,has occupation,assistant
Monika Oberfrank,has gender,female
Monika Oberfrank,has occupation,assistant
Barbora Štohanslová,has gender,female
Barbora Štohanslová,has occupation,assistant
Katherine Selber,has gender,female
Katherine Selber,has occupation,assistant
Oddny Irene Miljeteig,has gender,female
Oddny Irene Miljeteig,has occupation,assistant
Beate Müller-Gemmeke,has gender,female
Beate Müller-Gemmeke,has occupation,assistant
Q125580179,has gender,female
Q125580179,has occupation,assistant
June Lyday Orton,has gender,female
June Lyday Orton,has occupation,assistant
Adda Burch,has gender,female
Adda Burch,has occupation,assistant
Stanislava Bačkovská,has gender,female
Stanislava Bačkovská,has occupation,assistant
Anna von Gierke,has gender,female
Anna von Gierke,has occupation,assistant
Irena Adamowicz,has gender,female
Irena Adamowicz,has occupation,assistant
Kwan Ko Siu-wah,has gender,female
Kwan Ko Siu-wah,has occupation,assistant
Marianne Hamm von Sahr,has gender,female
Marianne Hamm von Sahr,has occupation,assistant
Laurence Juban,has gender,female
Laurence Juban,has occupation,assistant
Monica Lucia Stulp,has gender,female
Monica Lucia Stulp,has occupation,assistant
Therese Hinsenkamp,has gender,female
Therese Hinsenkamp,has occupation,assistant
Michaela Nosková,has gender,female
Michaela Nosková,has occupation,assistant
Agurne Gaubeka,has gender,female
Agurne Gaubeka,has occupation,assistant
Simona Cudlmanová,has gender,female
Simona Cudlmanová,has occupation,assistant
Q131388311,has gender,female
Q131388311,has occupation,assistant
Daisy Vaithilingam,has gender,female
Daisy Vaithilingam,has occupation,assistant
H. Anna Quinby,has gender,female
H. Anna Quinby,has occupation,assistant
Maria Hyde Hibbard,has gender,female
Maria Hyde Hibbard,has occupation,assistant
Teresa Rocío Valencia Norabuena,has gender,female
Teresa Rocío Valencia Norabuena,has occupation,assistant
Crystal Jongen,has gender,female
